candidate,brightness,detail,raw,scene,step,baseline_count,baseline_mse_y,baseline_mse_cb,baseline_mse_cr,baseline_sigma_y,baseline_sigma_cb,baseline_sigma_cr,candidate_count,candidate_mse_y,candidate_mse_cb,candidate_mse_cr,candidate_sigma_y,candidate_sigma_cb,candidate_sigma_cr
wide-chroma,128.0,50.0,True,"Line(4, 2)",5.0,14080,0.0013946567480509335,9.556918001785021e-05,2.7624001328093404,0.036532830761200535,0.008744112791547957,1.6619838779291818,14080,0.001445353008744075,7.209093448942334e-05,2.925894936246086,0.037147523469892196,0.007159358591116194,1.7104576638514877
wide-chroma,128.0,100.0,True,"Line(4, 2)",5.0,14080,0.0013952031852331088,9.556843134688732e-05,2.762401298565726,0.036540701031564496,0.008744078498651718,1.6619842311472475,14080,0.0014458989282114096,7.2095335542318e-05,2.925900869269681,0.037155238463608416,0.007159587468770708,1.7104594023020214
wide-chroma,200.0,0.0,False,"Line(4, 2)",1.0,14080,0.00017440690502606486,5.106541252063495e-05,0.9463885405340381,0.012815313209257757,0.00693069487362217,0.9728250306120505,14080,0.000320322016850059,5.71871239252584e-05,1.4260682292460236,0.01743322329995533,0.0072645136450932065,1.1941452575647231
wide-chroma,200.0,50.0,False,"Line(4, 2)",1.0,14080,0.00017442128836988802,5.1072410804876805e-05,0.9463889062325395,0.012815838808636095,0.006931167147663086,0.9728252185733107,14080,0.0003203773349441667,5.7183003019276565e-05,1.4260691676621582,0.017434786644729826,0.007264242054508377,1.194145648982322
wide-chroma,200.0,100.0,False,"Line(4, 2)",1.0,14080,0.00017414963602017965,5.106947693731121e-05,0.9463908604537796,0.01280583767914991,0.00693095383768866,0.9728262229733419,14080,0.0003203859490677549,5.7182923682498004e-05,1.4260710330836015,0.017435528504055508,0.00726423056997663,1.1941464308046081
wide-chroma,200.0,0.0,False,"Line(4, 2)",5.0,14080,0.0006115275568290135,4.214695944794033e-05,2.7629768561447805,0.024194808593032392,0.005809506601206746,1.6621926006708287,14080,0.0006331553399216035,3.16934479674439e-05,2.92626809906346,0.02459093208738855,0.004749938693590082,1.7106043255460652
wide-chroma,200.0,50.0,False,"Line(4, 2)",5.0,14080,0.0006116334134189315,4.2148756408892346e-05,2.7629759717627467,0.024196975192483927,0.0058096333936501045,1.6621923343344123,14080,0.0006332496878471233,3.1695523941406984e-05,2.9262639891406437,0.02459283572966078,0.004750101802292957,1.7106031230686523
wide-chroma,200.0,100.0,False,"Line(4, 2)",5.0,14080,0.0006118641764831633,4.2141366375618044e-05,2.7629757927009835,0.024202194320652414,0.005809110692373736,1.662192280600482,14080,0.0006335149081431588,3.1693120743268665e-05,2.926268311843056,0.02459864209969551,0.004749913285684133,1.710604386908924
wide-chroma,200.0,0.0,True,"Line(4, 2)",1.0,14080,0.00017438954989903505,5.107863138929094e-05,0.9463880639798696,0.012813160710846627,0.006928656705402378,0.972824785849606,14080,0.00032026518162261996,5.7194747210101534e-05,1.426064685450399,0.01743031270120903,0.007261734911531533,1.194143661032361
wide-chroma,200.0,50.0,True,"Line(4, 2)",1.0,14080,0.00017435307981732986,5.107991925852252e-05,0.9463890278112644,0.012811791487879063,0.00692874341446139,0.972825281227556,14080,0.00032030276935916287,5.719631231973566e-05,1.4260667658051471,0.01743140678017598,0.007261839645643644,1.1941445324746853
wide-chroma,200.0,100.0,True,"Line(4, 2)",1.0,14080,0.0001742332640425155,5.1078629615494216e-05,0.9463907414777991,0.01280737721043771,0.006928664480951418,0.9728261619952598,14080,0.00032047473133872386,5.718478732510017e-05,1.426070125604394,0.017436590626699083,0.007261095924542575,1.194145939493474
wide-chroma,200.0,0.0,True,"Line(4, 2)",5.0,14080,0.0006115417744930742,4.216888214508643e-05,2.7629820960006692,0.0241940226605214,0.005806132140894476,1.6621942519321353,14080,0.0006331449224450735,3.171618957633406e-05,2.926276719747328,0.024589911843868273,0.00474612021140723,1.710606919694929
wide-chroma,200.0,50.0,True,"Line(4, 2)",5.0,14080,0.0006115281982387179,4.215942091818861e-05,2.7629826812283786,0.0241938678291709,0.0058054610331007474,1.6621944273091895,14080,0.0006332471204048915,3.172201061486856e-05,2.9262794156004883,0.024591972323752875,0.004746579202885635,1.7106077083756888
wide-chroma,200.0,100.0,True,"Line(4, 2)",5.0,14080,0.0006120405868019773,4.21674243141425e-05,2.7629831381300205,0.024204584332681408,0.0058060293615177375,1.6621945654379238,14080,0.0006336978117004006,3.171887906823926e-05,2.926277912484905,0.024601353054767697,0.004746332177942106,1.7106072677014437
wide-chroma,30.0,0.0,False,Gradient(2),1.0,14080,9.050321256610977e-09,4.044467848831716e-09,4.171640299354152e-08,7.234710352863832e-06,3.6829938144368246e-06,1.6836883693686317e-05,14080,9.311862377268319e-09,1.7244023484073333e-08,1.8611842161248946e-07,1.5359702951450084e-05,7.342519017813311e-06,2.6494265396060215e-05
wide-chroma,30.0,50.0,False,Gradient(2),1.0,14080,9.050321256610977e-09,4.044467848831716e-09,4.171640299354152e-08,7.234710352863832e-06,3.6829938144368246e-06,1.6836883693686317e-05,14080,9.311862377268319e-09,1.7244023484073333e-08,1.8611842161248946e-07,1.5359702951450084e-05,7.342519017813311e-06,2.6494265396060215e-05
wide-chroma,30.0,100.0,False,Gradient(2),1.0,14080,9.043186422713204e-09,4.0459709219440885e-09,4.1719649175056315e-08,7.269882708341474e-06,3.6460956063787657e-06,1.6772556886408594e-05,14080,9.307943976880378e-09,1.724665117082409e-08,1.861170609492733e-07,1.5376262456424283e-05,7.318524896199592e-06,2.6450416522183737e-05
wide-chroma,30.0,0.0,False,Gradient(2),5.0,14080,5.0830359242952076e-08,2.3489803092237674e-06,2.584981035705199e-05,0.00020158504882031392,8.262621695507736e-05,0.00023465401799236099,14080,1.958381788117744e-07,1.0524681723326558e-05,0.00011593197998758518,0.00042921980269981894,0.00017456506213510715,0.00048758610442258297
wide-chroma,30.0,50.0,False,Gradient(2),5.0,14080,5.0830359242952076e-08,2.3489803092237674e-06,2.584981035705199e-05,0.00020158504882031392,8.262621695507736e-05,0.00023465401799236099,14080,1.958381788117744e-07,1.0524681723326558e-05,0.00011593197998758518,0.00042921980269981894,0.00017456506213510715,0.00048758610442258297
wide-chroma,30.0,100.0,False,Gradient(2),5.0,14080,5.083551969764619e-08,2.3489238645477637e-06,2.5849904806351007e-05,0.0002016373735669486,8.265731121698048e-05,0.00023464019679156207,14080,1.9582529552907518e-07,1.05247823944876e-05,0.00011593149572367558,0.0004292187717702925,0.0001745283404303964,0.0004875771502427967
wide-chroma,30.0,0.0,True,Gradient(2),1.0,14080,8.845327937441819e-09,4.029254014177021e-09,4.1782763996839504e-08,6.533653443942503e-06,3.4598071086259733e-06,1.670128854397493e-05,14080,9.193087993704246e-09,1.7057699530597465e-08,1.8578965228801275e-07,1.5301009135673763e-05,7.174270141902164e-06,2.595403223166189e-05
wide-chroma,30.0,50.0,True,Gradient(2),1.0,14080,8.845327937441819e-09,4.029254014177021e-09,4.1782763996839504e-08,6.533653443942503e-06,3.4598071086259733e-06,1.670128854397493e-05,14080,9.193087993704246e-09,1.7057699530597465e-08,1.8578965228801275e-07,1.5301009135673763e-05,7.174270141902164e-06,2.595403223166189e-05
wide-chroma,30.0,100.0,True,Gradient(2),1.0,14080,8.840810229339263e-09,4.0289506632749965e-09,4.177836415586485e-08,6.565210023855783e-06,3.463659773732574e-06,1.671798579485916e-05,14080,9.189320787275302e-09,1.70570790574038e-08,1.8578010641920468e-07,1.5340415146250634e-05,7.178349992683657e-06,2.5971844002284463e-05
wide-chroma,30.0,0.0,True,Gradient(2),5.0,14080,5.059017691374563e-08,2.347758815022862e-06,2.584920105616755e-05,0.00020134045429359907,8.259916765337687e-05,0.00023420051983724552,14080,1.9542893295454566e-07,1.0523348447360076e-05,0.00011592615754100048,0.0004288946192714282,0.00017437202969251958,0.0004874258830618042
wide-chroma,30.0,50.0,True,Gradient(2),5.0,14080,5.059017691374563e-08,2.347758815022862e-06,2.584920105616755e-05,0.00020134045429359907,8.259916765337687e-05,0.00023420051983724552,14080,1.9542893295454566e-07,1.0523348447360076e-05,0.00011592615754100048,0.0004288946192714282,0.00017437202969251958,0.0004874258830618042
wide-chroma,30.0,100.0,True,Gradient(2),5.0,14080,5.0600940621351704e-08,2.347751499829864e-06,2.584908557064008e-05,0.00020138026649242757,8.260311190888562e-05,0.00023421784640590492,14080,1.9543898518161994e-07,1.0523317471915565e-05,0.00011592566771747909,0.0004289086398328563,0.0001743799393892251,0.0004874604522889884
wide-chroma,128.0,0.0,False,Gradient(2),1.0,14080,9.239298787963817e-10,5.247130518225288e-10,3.820253091181234e-09,1.1010054749561182e-05,5.227706691825229e-06,9.417665980394731e-06,14080,9.28051148086374e-10,1.6476743521682671e-09,1.733687345049127e-08,1.1885426370919156e-05,5.672551067482532e-06,9.940204538542654e-06
wide-chroma,128.0,50.0,False,Gradient(2),1.0,14080,9.239298787963817e-10,5.247130518225288e-10,3.820253091181234e-09,1.1010054749561182e-05,5.227706691825229e-06,9.417665980394731e-06,14080,9.28051148086374e-10,1.6476743521682671e-09,1.733687345049127e-08,1.1885426370919156e-05,5.672551067482532e-06,9.940204538542654e-06
wide-chroma,128.0,100.0,False,Gradient(2),1.0,14080,8.801800736687071e-10,5.273414243051226e-10,3.831419176029617e-09,1.1188281031755574e-05,5.240468286930507e-06,9.66249668621555e-06,14080,8.665629798784833e-10,1.6612841781034278e-09,1.7301318566573538e-08,1.1876576238896093e-05,6.1096611714781e-06,9.902651316483522e-06
wide-chroma,128.0,0.0,False,Gradient(2),5.0,14080,1.3929900724295807e-09,2.267210636753873e-07,2.4513216172597423e-06,2.2723897290655364e-05,9.726449536822515e-06,2.4653202680438868e-05,14080,2.6796697905930325e-09,1.0043412873315012e-06,1.1016819502608097e-05,4.263366230119884e-05,1.817542706829901e-05,4.674491735244883e-05
wide-chroma,128.0,50.0,False,Gradient(2),5.0,14080,1.3929900724295807e-09,2.267210636753873e-07,2.4513216172597423e-06,2.2723897290655364e-05,9.726449536822515e-06,2.4653202680438868e-05,14080,2.6796697905930325e-09,1.0043412873315012e-06,1.1016819502608097e-05,4.263366230119884e-05,1.817542706829901e-05,4.674491735244883e-05
wide-chroma,128.0,100.0,False,Gradient(2),5.0,14080,1.3325319566221674e-09,2.266013870250134e-07,2.451437159540333e-06,2.267848351581169e-05,9.736971977434599e-06,2.475577049036431e-05,14080,2.5893503810692116e-09,1.0039907580582777e-06,1.101577462894802e-05,4.224303915003393e-05,1.776596885885237e-05,4.688598229656494e-05
wide-chroma,128.0,0.0,True,Gradient(2),1.0,14080,7.867012981740446e-10,2.992537215453547e-10,4.012671443929545e-09,1.2057425178376613e-05,4.660033693684942e-06,7.575091738799601e-06,14080,7.122079357142075e-10,1.5976939417005682e-09,1.799381911593808e-08,1.1760735443214857e-05,6.139815308376345e-06,6.863402985343254e-06
wide-chroma,128.0,50.0,True,Gradient(2),1.0,14080,7.867012981740446e-10,2.992537215453547e-10,4.012671443929545e-09,1.2057425178376613e-05,4.660033693684942e-06,7.575091738799601e-06,14080,7.122079357142075e-10,1.5976939417005682e-09,1.799381911593808e-08,1.1760735443214857e-05,6.139815308376345e-06,6.863402985343254e-06
wide-chroma,128.0,100.0,True,Gradient(2),1.0,14080,7.446558941289428e-10,2.975448633005913e-10,3.998906316442158e-09,1.2337731221557453e-05,4.712843666295165e-06,7.51081945929567e-06,14080,6.608084221626406e-10,1.656998137857096e-09,1.7988298500705724e-08,1.1601093851136238e-05,5.778417721981912e-06,6.792888001281139e-06
wide-chroma,128.0,0.0,True,Gradient(2),5.0,14080,1.2443554376480887e-09,2.218283338483785e-07,2.4596565825331244e-06,2.464907236028456e-05,9.634046181203973e-06,2.297218863313735e-05,14080,2.4908339543867805e-09,9.952912311805344e-07,1.1031648098958525e-05,4.282339286637462e-05,1.708535936887671e-05,4.72682896328214e-05
wide-chroma,128.0,50.0,True,Gradient(2),5.0,14080,1.2443554376480887e-09,2.218283338483785e-07,2.4596565825331244e-06,2.464907236028456e-05,9.634046181203973e-06,2.297218863313735e-05,14080,2.4908339543867805e-09,9.952912311805344e-07,1.1031648098958525e-05,4.282339286637462e-05,1.708535936887671e-05,4.72682896328214e-05
wide-chroma,128.0,100.0,True,Gradient(2),5.0,14080,1.1943454407900475e-09,2.2195647471305325e-07,2.4583720749150024e-06,2.4701041642988418e-05,9.757056952108865e-06,2.338704674320109e-05,14080,2.416104604465675e-09,9.953393138705682e-07,1.1030239392177696e-05,4.258839425428538e-05,1.7247672075250483e-05,4.728529389277318e-05
wide-chroma,200.0,0.0,False,Gradient(2),1.0,14080,5.4624175934791e-10,1.4908245620716564e-10,1.7498813523881666e-09,1.6046410433128258e-05,6.177982579480033e-06,1.0512626666820177e-05,14080,5.216239827947499e-10,6.242169086508432e-10,7.6476780163889e-09,1.461727346734027e-05,5.73841599987103e-06,1.0443872258572554e-05
wide-chroma,200.0,50.0,False,Gradient(2),1.0,14080,5.4624175934791e-10,1.4908245620716564e-10,1.7498813523881666e-09,1.6046410433128258e-05,6.177982579480033e-06,1.0512626666820177e-05,14080,5.216239827947499e-10,6.242169086508432e-10,7.6476780163889e-09,1.461727346734027e-05,5.73841599987103e-06,1.0443872258572554e-05
wide-chroma,200.0,100.0,False,Gradient(2),1.0,14080,4.862099905209607e-10,1.4215800598637554e-10,1.7680111553728778e-09,1.7084912387998904e-05,6.289438887048018e-06,1.0607181431240837e-05,14080,4.778137117615928e-10,6.417700221005138e-10,7.631404860158916e-09,1.594939095577021e-05,5.804830333435285e-06,1.0173579641171221e-05
wide-chroma,200.0,0.0,False,Gradient(2),5.0,14080,5.895614363445196e-10,9.887030019407146e-08,1.0806435576296631e-06,1.7373143961170195e-05,6.772659734237788e-06,1.3841269703533134e-05,14080,8.960645992092445e-10,4.3215138330527406e-07,4.850652678019914e-06,2.4222741242791752e-05,9.613482094631435e-06,2.2274522003793825e-05
wide-chroma,200.0,50.0,False,Gradient(2),5.0,14080,5.895614363445196e-10,9.887030019407146e-08,1.0806435576296631e-06,1.7373143961170195e-05,6.772659734237788e-06,1.3841269703533134e-05,14080,8.960645992092445e-10,4.3215138330527406e-07,4.850652678019914e-06,2.4222741242791752e-05,9.613482094631435e-06,2.2274522003793825e-05
wide-chroma,200.0,100.0,False,Gradient(2),5.0,14080,5.451208847510057e-10,9.895569731327311e-08,1.0801709432627102e-06,1.8565390128177013e-05,7.049169780773545e-06,1.3701746822386566e-05,14080,8.224362240543303e-10,4.3213960039770074e-07,4.849617047358893e-06,2.4666849097451174e-05,9.452110561715835e-06,2.264393605254528e-05
wide-chroma,200.0,0.0,True,Gradient(2),1.0,14080,4.667217412468491e-10,2.3432777057929035e-10,1.7960255692074307e-09,1.496628016105234e-05,5.362296323896463e-06,8.899055469692491e-06,14080,4.845441657312449e-10,8.750216095622628e-10,7.641624804889739e-09,1.403906223048479e-05,5.702472423833772e-06,8.504502896609998e-06
wide-chroma,200.0,50.0,True,Gradient(2),1.0,14080,4.667217412468491e-10,2.3432777057929035e-10,1.7960255692074307e-09,1.496628016105234e-05,5.362296323896463e-06,8.899055469692491e-06,14080,4.845441657312449e-10,8.750216095622628e-10,7.641624804889739e-09,1.403906223048479e-05,5.702472423833772e-06,8.504502896609998e-06
wide-chroma,200.0,100.0,True,Gradient(2),1.0,14080,4.1328558295651927e-10,2.292934295053416e-10,1.7981236004689898e-09,1.5438219412084588e-05,5.556853381018344e-06,8.68552092074532e-06,14080,4.360287072073772e-10,8.52194801754916e-10,7.643314498798171e-09,1.5106889790364191e-05,5.2402594349240575e-06,8.425125529276548e-06
wide-chroma,200.0,0.0,True,Gradient(2),5.0,14080,5.775986322192228e-10,1.0238740249555028e-07,1.0817395708142322e-06,1.6833928556716116e-05,6.7963182651956554e-06,1.2463904150488815e-05,14080,7.811786624636203e-10,4.376759875180901e-07,4.85540758141656e-06,2.2864392120331214e-05,9.506048304354457e-06,2.233587465404482e-05
wide-chroma,200.0,50.0,True,Gradient(2),5.0,14080,5.775986322192228e-10,1.0238740249555028e-07,1.0817395708142322e-06,1.6833928556716116e-05,6.7963182651956554e-06,1.2463904150488815e-05,14080,7.811786624636203e-10,4.376759875180901e-07,4.85540758141656e-06,2.2864392120331214e-05,9.506048304354457e-06,2.233587465404482e-05
wide-chroma,200.0,100.0,True,Gradient(2),5.0,14080,5.417585866955141e-10,1.0221096844358904e-07,1.0820826415297516e-06,1.8141219801878007e-05,6.824486807507028e-06,1.258628014002347e-05,14080,7.657887029323261e-10,4.3811390297037875e-07,4.854071343386913e-06,2.3829786128399812e-05,9.135997451127642e-06,2.2068151782134756e-05
guided-edges,30.0,0.0,False,Edge,1.0,14080,1.3900910113295006,4.549768460169605e-12,7.245551702805566e-12,1.1781327707127283,1.5358647934216814e-06,1.93817981895504e-06,14080,1.3900910113295006,4.549768460169605e-12,7.245551702805566e-12,1.1781327707127283,1.5358647934216814e-06,1.93817981895504e-06
guided-edges,30.0,50.0,False,Edge,1.0,14080,1.372357184747836,4.536267663586956e-12,7.224051549440609e-12,1.1705893861627485,1.5398801330891995e-06,1.943246964411558e-06,14080,1.372357184747836,4.536267663586956e-12,7.224051549440609e-12,1.1705893861627485,1.5398801330891995e-06,1.943246964411558e-06
guided-edges,30.0,100.0,False,Edge,1.0,14080,1.01348850523742,4.536267663586956e-12,7.224051549440609e-12,1.005886215960059,1.5398801330565023e-06,1.943246964370306e-06,14080,1.01348850523742,4.536267663586956e-12,7.224051549440609e-12,1.005886215960059,1.5398801330565023e-06,1.943246964370306e-06
guided-edges,30.0,0.0,False,Edge,5.0,14080,1.3900910113295006,4.549768460169605e-12,7.245551702805566e-12,1.1781327707127283,1.5358647934216814e-06,1.93817981895504e-06,14080,1.3900910113295006,4.549768460169605e-12,7.245551702805566e-12,1.1781327707127283,1.5358647934216814e-06,1.93817981895504e-06
guided-edges,30.0,50.0,False,Edge,5.0,14080,1.372357184747836,4.536267663586956e-12,7.224051549440609e-12,1.1705893861627485,1.5398801330891995e-06,1.943246964411558e-06,14080,1.372357184747836,4.536267663586956e-12,7.224051549440609e-12,1.1705893861627485,1.5398801330891995e-06,1.943246964411558e-06
guided-edges,30.0,100.0,False,Edge,5.0,14080,1.01348850523742,4.536267663586956e-12,7.224051549440609e-12,1.005886215960059,1.5398801330565023e-06,1.943246964370306e-06,14080,1.01348850523742,4.536267663586956e-12,7.224051549440609e-12,1.005886215960059,1.5398801330565023e-06,1.943246964370306e-06
guided-edges,30.0,0.0,True,Edge,1.0,14080,1.3900915852184823,1.1340669188500982e-12,1.806012892063362e-12,1.178133214457289,7.699400655855243e-07,9.716234809955335e-07,14080,1.3900915852184823,1.1340669188500982e-12,1.806012892063362e-12,1.178133214457289,7.699400655855243e-07,9.716234809955335e-07
guided-edges,30.0,50.0,True,Edge,1.0,14080,1.3723566201340087,1.1340669188500982e-12,1.806012892063362e-12,1.1705893416972368,7.699400655855248e-07,9.71623480995535e-07,14080,1.3723566201340087,1.1340669188500982e-12,1.806012892063362e-12,1.1705893416972368,7.699400655855248e-07,9.71623480995535e-07
guided-edges,30.0,100.0,True,Edge,1.0,14080,1.0134873311485482,1.14756771543276e-12,1.827513045428317e-12,1.0058858389079435,7.868410996943809e-07,9.92951688640864e-07,14080,1.0134873311485482,1.14756771543276e-12,1.827513045428317e-12,1.0058858389079435,7.868410996943809e-07,9.92951688640864e-07
guided-edges,30.0,0.0,True,Edge,5.0,14080,1.3900915852184823,1.1340669188500982e-12,1.806012892063362e-12,1.178133214457289,7.699400655855243e-07,9.716234809955335e-07,14080,1.3900915852184823,1.1340669188500982e-12,1.806012892063362e-12,1.178133214457289,7.699400655855243e-07,9.716234809955335e-07
guided-edges,30.0,50.0,True,Edge,5.0,14080,1.3723566201340087,1.1340669188500982e-12,1.806012892063362e-12,1.1705893416972368,7.699400655855248e-07,9.71623480995535e-07,14080,1.3723566201340087,1.1340669188500982e-12,1.806012892063362e-12,1.1705893416972368,7.699400655855248e-07,9.71623480995535e-07
guided-edges,30.0,100.0,True,Edge,5.0,14080,1.0134873311485482,1.14756771543276e-12,1.827513045428317e-12,1.0058858389079435,7.868410996943809e-07,9.92951688640864e-07,14080,1.0134873311485482,1.14756771543276e-12,1.827513045428317e-12,1.0058858389079435,7.868410996943809e-07,9.92951688640864e-07
guided-edges,128.0,0.0,False,Edge,1.0,14080,1.1191733480019388,2.700159332002184e-13,4.3000306976290037e-13,1.0578234377609077,5.169665430227735e-07,6.523843277437832e-07,14080,1.1191733480019388,2.700159332002184e-13,4.3000306976290037e-13,1.0578234377609077,5.169665430227735e-07,6.523843277437832e-07
guided-edges,128.0,50.0,False,Edge,1.0,14080,0.4051972186178766,2.1601274588508228e-13,3.4400245473522914e-13,0.6364708845366438,4.6344945865242107e-07,5.848486088834981e-07,14080,0.4051972186178766,2.1601274588508228e-13,3.4400245473522914e-13,0.6364708845366438,4.6344945865242107e-07,5.848486088834981e-07
guided-edges,128.0,100.0,False,Edge,1.0,14080,1.438042399125905e-06,2.1601274644765948e-13,3.440024556311381e-13,0.0011989006156243923,4.634494592593666e-07,5.848486096494304e-07,14080,1.438042399125905e-06,2.1601274644765948e-13,3.440024556311381e-13,0.0011989006156243923,4.634494592593666e-07,5.848486096494304e-07
guided-edges,128.0,0.0,False,Edge,5.0,14080,1.1191733480019388,2.700159332002184e-13,4.3000306976290037e-13,1.0578234377609077,5.169665430227735e-07,6.523843277437832e-07,14080,1.1191733480019388,2.700159332002184e-13,4.3000306976290037e-13,1.0578234377609077,5.169665430227735e-07,6.523843277437832e-07
guided-edges,128.0,50.0,False,Edge,5.0,14080,0.4051972186178766,2.1601274588508228e-13,3.4400245473522914e-13,0.6364708845366438,4.6344945865242107e-07,5.848486088834981e-07,14080,0.4051972186178766,2.1601274588508228e-13,3.4400245473522914e-13,0.6364708845366438,4.6344945865242107e-07,5.848486088834981e-07
guided-edges,128.0,100.0,False,Edge,5.0,14080,1.438042399125905e-06,2.1601274644765948e-13,3.440024556311381e-13,0.0011989006156243923,4.634494592593666e-07,5.848486096494304e-07,14080,1.438042399125905e-06,2.1601274644765948e-13,3.440024556311381e-13,0.0011989006156243923,4.634494592593666e-07,5.848486096494304e-07
guided-edges,128.0,0.0,True,Edge,1.0,14080,1.1191786919200502,4.3202549289531826e-13,6.880049112622775e-13,1.0578260557203556,6.572864618226351e-07,8.294606146540519e-07,14080,1.1191786919200502,4.3202549289531826e-13,6.880049112622775e-13,1.0578260557203556,6.572864618226351e-07,8.294606146540519e-07
guided-edges,128.0,50.0,True,Edge,1.0,14080,0.4051993126773926,0.0,0.0,0.6364726419844664,0.0,0.0,14080,0.4051993126773926,0.0,0.0,0.6364726419844664,0.0,0.0
guided-edges,128.0,100.0,True,Edge,1.0,14080,1.440011316645192e-06,2.1601274588508228e-13,3.4400245473522914e-13,0.00119985547848597,4.634494586558696e-07,5.848486088878499e-07,14080,1.440011316645192e-06,2.1601274588508228e-13,3.4400245473522914e-13,0.00119985547848597,4.634494586558696e-07,5.848486088878499e-07
guided-edges,128.0,0.0,True,Edge,5.0,14080,1.1191786919200502,4.3202549289531826e-13,6.880049112622775e-13,1.0578260557203556,6.572864618226351e-07,8.294606146540519e-07,14080,1.1191786919200502,4.3202549289531826e-13,6.880049112622775e-13,1.0578260557203556,6.572864618226351e-07,8.294606146540519e-07
guided-edges,128.0,50.0,True,Edge,5.0,14080,0.4051993126773926,0.0,0.0,0.6364726419844664,0.0,0.0,14080,0.4051993126773926,0.0,0.0,0.6364726419844664,0.0,0.0
guided-edges,128.0,100.0,True,Edge,5.0,14080,1.440011316645192e-06,2.1601274588508228e-13,3.4400245473522914e-13,0.00119985547848597,4.634494586558696e-07,5.848486088878499e-07,14080,1.440011316645192e-06,2.1601274588508228e-13,3.4400245473522914e-13,0.00119985547848597,4.634494586558696e-07,5.848486088878499e-07
guided-edges,200.0,0.0,False,Edge,1.0,14080,0.7836394225993303,2.520072672855874e-28,4.013240894751093e-28,0.8851991769400943,1.587368792146522e-14,2.003175130620184e-14,14080,0.7836394225993303,2.520072672855874e-28,4.013240894751093e-28,0.8851991769400943,1.587368792146522e-14,2.003175130620184e-14
guided-edges,200.0,50.0,False,Edge,1.0,14080,0.10899259675388791,2.1601274701023636e-13,3.4400245652704896e-13,0.33011923399201715,4.634494598663119e-07,5.848486104153644e-07,14080,0.10899259675388791,2.1601274701023636e-13,3.4400245652704896e-13,0.33011923399201715,4.634494598663119e-07,5.848486104153644e-07
guided-edges,200.0,100.0,False,Edge,1.0,14080,1.4727280801059565e-09,6.480382399055541e-13,1.0320073677893261e-12,9.054757558819171e-06,7.981178694911323e-07,1.0071823733578373e-06,14080,1.4727280801059565e-09,6.480382399055541e-13,1.0320073677893261e-12,9.054757558819171e-06,7.981178694911323e-07,1.0071823733578373e-06
guided-edges,200.0,0.0,False,Edge,5.0,14080,0.7836394225993303,2.520072672855874e-28,4.013240894751093e-28,0.8851991769400943,1.587368792146522e-14,2.003175130620184e-14,14080,0.7836394225993303,2.520072672855874e-28,4.013240894751093e-28,0.8851991769400943,1.587368792146522e-14,2.003175130620184e-14
guided-edges,200.0,50.0,False,Edge,5.0,14080,0.10899259675388791,2.1601274701023636e-13,3.4400245652704896e-13,0.33011923399201715,4.634494598663119e-07,5.848486104153644e-07,14080,0.10899259675388791,2.1601274701023636e-13,3.4400245652704896e-13,0.33011923399201715,4.634494598663119e-07,5.848486104153644e-07
guided-edges,200.0,100.0,False,Edge,5.0,14080,1.4727280801059565e-09,6.480382399055541e-13,1.0320073677893261e-12,9.054757558819171e-06,7.981178694911323e-07,1.0071823733578373e-06,14080,1.4727280801059565e-09,6.480382399055541e-13,1.0320073677893261e-12,9.054757558819171e-06,7.981178694911323e-07,1.0071823733578373e-06
guided-edges,200.0,0.0,True,Edge,1.0,14080,0.7836375396529377,2.534724258163181e-28,4.036573690650811e-28,0.8851980486409502,2.0785939269113557e-15,2.6230751679145236e-15,14080,0.7836375396529377,2.534724258163181e-28,4.036573690650811e-28,0.8851980486409502,2.0785939269113557e-15,2.6230751679145236e-15
guided-edges,200.0,50.0,True,Edge,1.0,14080,0.10899142269213917,2.1601274701023636e-13,3.4400245652704896e-13,0.33011737541634306,4.634494586800089e-07,5.848486089183133e-07,14080,0.10899142269213917,2.1601274701023636e-13,3.4400245652704896e-13,0.33011737541634306,4.634494586800089e-07,5.848486089183133e-07
guided-edges,200.0,100.0,True,Edge,1.0,14080,9.211550466737737e-10,4.3202549177016446e-13,6.880049094704576e-13,4.3670854384231395e-06,6.535412101627787e-07,8.247343059222341e-07,14080,9.211550466737737e-10,4.3202549177016446e-13,6.880049094704576e-13,4.3670854384231395e-06,6.535412101627787e-07,8.247343059222341e-07
guided-edges,200.0,0.0,True,Edge,5.0,14080,0.7836375396529377,2.534724258163181e-28,4.036573690650811e-28,0.8851980486409502,2.0785939269113557e-15,2.6230751679145236e-15,14080,0.7836375396529377,2.534724258163181e-28,4.036573690650811e-28,0.8851980486409502,2.0785939269113557e-15,2.6230751679145236e-15
guided-edges,200.0,50.0,True,Edge,5.0,14080,0.10899142269213917,2.1601274701023636e-13,3.4400245652704896e-13,0.33011737541634306,4.634494586800089e-07,5.848486089183133e-07,14080,0.10899142269213917,2.1601274701023636e-13,3.4400245652704896e-13,0.33011737541634306,4.634494586800089e-07,5.848486089183133e-07
guided-edges,200.0,100.0,True,Edge,5.0,14080,9.211550466737737e-10,4.3202549177016446e-13,6.880049094704576e-13,4.3670854384231395e-06,6.535412101627787e-07,8.247343059222341e-07,14080,9.211550466737737e-10,4.3202549177016446e-13,6.880049094704576e-13,4.3670854384231395e-06,6.535412101627787e-07,8.247343059222341e-07
