variant,seed,brightness,correlation,color_texture,step,detail,before_edge_mse_ycc_y,before_edge_mse_ycc_cb,before_edge_mse_ycc_cr,before_flat_mse_ycc_y,before_flat_mse_ycc_cb,before_flat_mse_ycc_cr,before_flat_sigma_c,before_flat_sigma_y,before_texture_mse_ycc_y,before_texture_mse_ycc_cb,before_texture_mse_ycc_cr,after_edge_mse_ycc_y,after_edge_mse_ycc_cb,after_edge_mse_ycc_cr,after_flat_mse_ycc_y,after_flat_mse_ycc_cb,after_flat_mse_ycc_cr,after_flat_sigma_c,after_flat_sigma_y,after_texture_mse_ycc_y,after_texture_mse_ycc_cb,after_texture_mse_ycc_cr,clean_edge_mse_ycc_y,clean_edge_mse_ycc_cb,clean_edge_mse_ycc_cr,clean_flat_mse_ycc_y,clean_flat_mse_ycc_cb,clean_flat_mse_ycc_cr,clean_flat_sigma_c,clean_flat_sigma_y,clean_texture_mse_ycc_y,clean_texture_mse_ycc_cb,clean_texture_mse_ycc_cr
baseline,619,200.0,24,False,5.0,0.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692234778285716,24.730030939903816,19.50567356250656,2.35532632662762,11.915724832631955,9.731351214963148,1.0931614401219572,3.3699138698708206,5.8318526537496185,2.037958724743278,0.9753139427632777,12.889208087676577,9.352136469842103,5.828814251170739,0.7836375396529363,2.534724258162461e-28,4.0365736906502088e-28,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,13.53073426305043,1.6200955952632742e-11,2.58001841230603e-11
baseline,619,200.0,24,False,5.0,50.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692234778285716,24.730030939903816,19.50567356250656,12.030910391709881,11.93478588986458,9.740707401546114,11.392670795108938,3.3713759601567146,5.838797100521492,2.038814818778715,3.3581232966963896,19.287637600244942,9.363771394764282,5.832854636662747,0.10899142269213907,2.1601274701023666e-13,3.440024565270483e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,9.553372578230626,1.9873172654057223e-11,3.164822588760372e-11
baseline,619,200.0,24,False,5.0,100.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692234778285716,24.730030939903816,19.50567356250656,43.91720840468207,12.009100752175021,9.770869099045175,42.02397594953016,3.3834698010123416,5.8632484675701955,2.0428605604407863,6.476872590550702,45.67473493703393,9.41265996119644,5.858241650590349,9.211550466737717e-10,4.3202549177016507e-13,6.880049094704584e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.6180851959829842,1.8145070672349515e-11,2.889620622642821e-11
baseline,619,200.0,24,True,1.0,0.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,2.30914908775523,21.682124003560606,19.098015641624215,1.0619249946012659,11.102705751561164,15.612880721542231,3.6447094676060714,0.9686312738004671,1.1056291405846101,39.46020650790437,18.320010857734236,0.7836375396529363,2.534724258162461e-28,4.0365736906502088e-28,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.00021415679279444605,17.33661827508335,0.00010898128848113837
baseline,619,200.0,24,True,1.0,50.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,11.9946414284733,21.725682498618294,19.114932095639684,11.36133794350469,11.095573280583018,15.60304458926182,3.643578580408971,3.3558977112925703,12.09679909510264,39.521530049414764,18.330159046177542,0.10899142269213907,2.1601274701023666e-13,3.440024565270483e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.00021406586151899998,17.33661997926077,0.0001090069874725374
baseline,619,200.0,24,True,1.0,100.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,43.906147758547576,21.859604510624116,19.162595589905923,42.01160995267313,11.1211978128852,15.637974299584219,3.6476992494032983,6.476923933007996,44.426018202442755,39.67940134720881,18.416014943954576,9.211550466737717e-10,4.3202549177016507e-13,6.880049094704584e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.00021512662833866975,17.336588083564415,0.00010912015596045973
baseline,619,200.0,24,True,5.0,0.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,2.35532632662762,11.915724832631955,9.731351214963148,1.0931614401219572,3.3699138698708206,5.8318526537496185,2.037958724743278,0.9753139427632777,1.1190269629255833,29.989386161545067,5.884413898710111,0.7836375396529363,2.534724258162461e-28,4.0365736906502088e-28,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.00021220979720858396,20.543297361047852,0.00010815590742989025
baseline,619,200.0,24,True,5.0,50.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,12.030910391709881,11.93478588986458,9.740707401546114,11.392670795108938,3.3713759601567146,5.838797100521492,2.038814818778715,3.3581232966963896,12.101072127120199,30.02235561044584,5.887376773719605,0.10899142269213907,2.1601274701023666e-13,3.440024565270483e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.00021216019217276544,20.543296070320345,0.00010822394238587898
baseline,619,200.0,24,True,5.0,100.0,48.63958220270526,22.261677928721095,19.619522226493896,46.11419313028868,11.752373532423908,16.171883372065036,3.727260321530399,6.785965464767024,48.692229927240255,24.73000825763148,19.50570191110263,43.91720840468207,12.009100752175021,9.770869099045175,42.02397594953016,3.3834698010123416,5.8632484675701955,2.0428605604407863,6.476872590550702,44.38826379602563,30.099572785058022,5.9098273767577085,9.211550466737717e-10,4.3202549177016507e-13,6.880049094704584e-13,3.843361142221591e-10,3.801824327577501e-11,6.054443203339985e-11,7.323762205672396e-13,0.0,0.0002131145054481792,20.543277620596356,0.00010820442931223128
guided-luma,173,30.0,8,False,1.0,0.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,2.1796971236855436,10.199875197282461,28.976047055440546,1.2347043359013083,7.788964874840572,9.138013383177475,2.778613029201983,0.7651412367542044,16.116754620576334,11.860063470137796,10.392967489997934,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,14.378940610071185,2.524648972770906e-12,4.020528698061142e-12
guided-luma,173,30.0,8,False,1.0,50.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,2.250042515619622,10.24753888892526,29.124242139641577,1.8187908717326866,7.800764759374618,9.144615814259508,2.780072110416409,1.0637814831635735,14.99802989468885,11.88283638416569,10.462493458665783,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,13.709223338173638,2.8182913000347247e-12,4.48815703628273e-12
guided-luma,173,30.0,8,False,1.0,100.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,4.855166495326803,10.501675991841216,29.75716654116468,4.338314463877709,7.91425709937005,9.279922089702291,2.8002937610941467,1.9302216103555954,13.388219220437167,12.29571547064327,11.067428929100302,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,4.690577889467763,2.227631445877963e-12,3.5475253207284063e-12
guided-luma,173,30.0,8,False,5.0,0.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,2.762840079778348,0.6570667837684819,3.0322284781584856,1.4006471368738094,1.0462913616388327,0.9864753330523058,0.8177583896649987,0.7710853684416725,16.459222854196607,0.721603474993561,0.9929858364671493,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,14.378940586171892,2.551650565901057e-12,4.063529004735064e-12
guided-luma,173,30.0,8,False,5.0,50.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,2.7646000682771494,0.6641901605213787,3.041282388305119,1.9780721586836705,1.0446572339578164,0.9871205327379345,0.8177164423758928,1.0627791657172836,15.332830015543756,0.7214504297757987,0.9964879588529699,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,13.709222823025135,3.098432830135728e-12,4.934285220215442e-12
guided-luma,173,30.0,8,False,5.0,100.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731360543451,16.02271467458747,15.40395789393823,5.0602222439393945,0.7033094597081723,3.1210171163388014,4.441684672486287,1.0530114503457206,0.9984548515838849,0.8222033663789268,1.9164308198057225,13.566926115108416,0.746394488769442,1.0394704598904765,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,4.690577872937387,2.0251194962590865e-12,3.225023018854186e-12
guided-luma,173,30.0,8,True,1.0,0.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,2.1796971236855436,10.199875197282461,28.976047055440546,1.2347043359013083,7.788964874840572,9.138013383177475,2.778613029201983,0.7651412367542044,1.4992382840328484,26.97102842871884,10.68527023141514,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,8,True,1.0,50.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,2.250042515619622,10.24753888892526,29.124242139641577,1.8187908717326866,7.800764759374618,9.144615814259508,2.780072110416409,1.0637814831635735,1.815187501132938,26.99417634212609,10.698439275326022,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,8,True,1.0,100.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,4.855166495326803,10.501675991841216,29.75716654116468,4.338314463877709,7.91425709937005,9.279922089702291,2.8002937610941467,1.9302216103555954,3.6953096979442632,27.05230691379823,10.842389176145952,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,8,True,5.0,0.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,2.762840079778348,0.6570667837684819,3.0322284781584856,1.4006471368738094,1.0462913616388327,0.9864753330523058,0.8177583896649987,0.7710853684416725,1.7336953360302978,21.59556758577362,0.994548575500919,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,30.0,8,True,5.0,50.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,2.7646000682771494,0.6641901605213787,3.041282388305119,1.9780721586836705,1.0446572339578164,0.9871205327379345,0.8177164423758928,1.0627791657172836,2.04417493474517,21.594976600456,0.9951090607719151,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,30.0,8,True,5.0,100.0,49.390110827800086,18.97209966631668,37.77858488733249,49.80455231643809,14.551774906525191,17.907389421659204,3.9249841124293963,7.053241590940244,47.92731224800945,16.022715562959565,15.403956099206546,5.0602222439393945,0.7033094597081723,3.1210171163388014,4.441684672486287,1.0530114503457206,0.9984548515838849,0.8222033663789268,1.9164308198057225,3.867319210304899,21.612166029160186,1.0049954447535956,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,30.0,24,False,1.0,0.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,2.113035896412729,19.238283229482555,26.058406773736355,1.105775994438759,13.836862946875158,16.181170169422078,3.1548912356176166,0.7593939280273033,15.939761096769054,22.83008447886607,15.405789900797942,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,14.378940610071185,2.524648972770906e-12,4.020528698061142e-12
guided-luma,173,30.0,24,False,1.0,50.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,2.2246066286804353,19.299229471344894,26.18843137259515,1.7359731839112713,13.881154404770792,16.157411142141648,3.1576151143503335,1.083071742046038,14.83426830845611,22.99665743079748,15.556364054898006,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,13.709223338173638,2.8182913000347247e-12,4.48815703628273e-12
guided-luma,173,30.0,24,False,1.0,100.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,4.987806004184463,19.599273842613044,26.599406601691754,4.40376945147431,14.207071374147343,16.209477781101953,3.18346338032537,1.9795236594226238,13.507275706455033,24.28347016572538,16.637106217173503,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,4.690577889467763,2.227631445877963e-12,3.5475253207284063e-12
guided-luma,173,30.0,24,False,5.0,0.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,2.2950617989599906,15.51455849773455,9.320586779740136,1.302962240377026,6.801313772853812,6.409475196756974,2.1384669239101113,0.7731088777134407,16.316947032245274,8.120988413543543,4.479547218689452,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,14.378940586171892,2.551650565901057e-12,4.063529004735064e-12
guided-luma,173,30.0,24,False,5.0,50.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,2.370901753582336,15.568793416390543,9.35655870516595,1.92891627359519,6.806235064418125,6.398157224429543,2.138473949671628,1.0883592775793676,15.196737666389724,8.176633740391377,4.5073853496635685,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,13.709222823025135,3.098432830135728e-12,4.934285220215442e-12
guided-luma,173,30.0,24,False,5.0,100.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.92731275563998,25.277454307175706,17.345431039739946,5.019994254763744,15.902619181499862,9.598961356610689,4.5496980039119155,6.9024838022519885,6.422015123428812,2.1507360844509074,1.9729558680445436,13.632298750431953,8.587556222016543,4.736138799586419,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,4.690577872937387,2.0251194962590865e-12,3.225023018854186e-12
guided-luma,173,30.0,24,True,1.0,0.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,2.113035896412729,19.238283229482555,26.058406773736355,1.105775994438759,13.836862946875158,16.181170169422078,3.1548912356176166,0.7593939280273033,1.3833090038217495,38.7233173300591,15.642543248512721,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,24,True,1.0,50.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,2.2246066286804353,19.299229471344894,26.18843137259515,1.7359731839112713,13.881154404770792,16.157411142141648,3.1576151143503335,1.083071742046038,1.7338681608712263,38.79703863508537,15.654524815213032,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,24,True,1.0,100.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,4.987806004184463,19.599273842613044,26.599406601691754,4.40376945147431,14.207071374147343,16.209477781101953,3.18346338032537,1.9795236594226238,3.732903235164661,39.24406845517369,15.826281436973527,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,0.0049426382548450965,17.552317737293205,0.0025079067501089167
guided-luma,173,30.0,24,True,5.0,0.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,2.2950617989599906,15.51455849773455,9.320586779740136,1.302962240377026,6.801313772853812,6.409475196756974,2.1384669239101113,0.7731088777134407,1.6745748139689385,28.632980580471006,4.614132148185685,1.1799460129237975,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,30.0,24,True,5.0,50.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,2.370901753582336,15.568793416390543,9.35655870516595,1.92891627359519,6.806235064418125,6.398157224429543,2.138473949671628,1.0883592775793676,2.0150448773291663,28.669554133161032,4.60863237544465,0.4278901781811843,1.1340669188502135e-12,1.8060128920634732e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,30.0,24,True,5.0,100.0,49.390111268192214,19.92545689015087,27.83683735335038,49.80455293196358,14.78315318129888,16.92605459713195,3.262604848866492,7.053241631411566,47.927311759065276,25.277455476186333,17.34543147411593,5.019994254763744,15.902619181499862,9.598961356610689,4.5496980039119155,6.9024838022519885,6.422015123428812,2.1507360844509074,1.9729558680445436,3.9391810216948664,28.894285950940514,4.64273024762792,2.3668829891499292e-07,1.188070105321486e-12,1.892013505747281e-12,0.0,0.0,0.0,0.0,0.0,0.004903224502883028,20.687477935985424,0.0024914884208437874
guided-luma,173,128.0,8,False,1.0,0.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,1.6845335065413947,10.317659979583446,29.495278058002118,0.6283214278217143,8.15064105326571,9.539581699090407,2.8448177834865263,0.763096909070255,14.9000898633962,12.382370260252683,10.91710470709098,1.0922279007245814,8.640509857906383e-13,1.3760098225245552e-12,2.3283064365386963e-10,0.0,0.0,0.0,0.0,14.283204672035515,5.832344142272682e-12,9.288066283226633e-12
guided-luma,173,128.0,8,False,1.0,50.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,1.7983550269344288,10.328232164501044,29.525419886223524,1.1937709129855443,8.152204804223809,9.538646611889233,2.8448358210415554,1.0657327764175761,13.818881389241973,12.377017618673232,10.92405149041461,0.37051010371206483,2.1601274588508256e-13,3.4400245473522914e-13,2.3283064365386963e-10,0.0,0.0,0.0,0.0,13.614708843263214,7.128420631647598e-12,1.1352081034035748e-11
guided-luma,173,128.0,8,False,1.0,100.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,4.622394987772826,10.37016422929831,29.657823539125296,3.8363886446928745,8.173317127188197,9.559252735658053,2.848027799798027,1.9454372447158772,12.636761558169582,12.397753652647495,11.005385866695947,1.8304754948095507e-07,3.662896326824399e-31,5.833198974928008e-31,2.3283064365386963e-10,0.0,0.0,0.0,0.0,4.618032970563351,7.128420624334099e-12,1.1352081022388909e-11
guided-luma,173,128.0,8,False,5.0,0.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,1.7047666227913698,0.7678471321356749,2.948146583989592,0.6455053918060368,0.7093626904754676,1.0932742532498598,0.819842775179363,0.7650837438195692,14.946116841052046,0.8520647468361963,1.128546210908595,1.0922279007245814,8.640509857906383e-13,1.3760098225245552e-12,2.3283064365386963e-10,0.0,0.0,0.0,0.0,14.283204901332983,5.616331396950176e-12,8.944063829387315e-12
guided-luma,173,128.0,8,False,5.0,50.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,1.8074783329454136,0.7693775806391239,2.949416663263154,1.2104623078656969,0.7087626283472669,1.093237873200807,0.8197121873157913,1.0661656720762385,13.864567206943807,0.851479276786911,1.1286582498136477,0.37051010371206483,2.1601274588508256e-13,3.4400245473522914e-13,2.3283064365386963e-10,0.0,0.0,0.0,0.0,13.614708512124716,6.69639513875228e-12,1.0664076122773474e-11
guided-luma,173,128.0,8,False,5.0,100.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.927331737332594,16.02271770501789,15.403960004329777,4.58225124659895,0.7758400110669343,2.9607342315610174,3.844228629280289,0.7093625708982717,1.095258057069429,0.820286312294329,1.9435988692153958,12.659813583940746,0.8538038440163165,1.1339086047784421,1.8304754948095507e-07,3.662896326824399e-31,5.833198974928008e-31,2.3283064365386963e-10,0.0,0.0,0.0,0.0,4.618033139028951,6.912407878449018e-12,1.1008078567653682e-11
guided-luma,173,128.0,8,True,1.0,0.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,1.6845335065413947,10.317659979583446,29.495278058002118,0.6283214278217143,8.15064105326571,9.539581699090407,2.8448177834865263,0.763096909070255,0.7962549203260315,27.855044837958754,11.155694429995595,1.0922279007245814,8.640509857906383e-13,1.3760098225245552e-12,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004867609927731272,17.349060765118054,0.000246873901266475
guided-luma,173,128.0,8,True,1.0,50.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,1.7983550269344288,10.328232164501044,29.525419886223524,1.1937709129855443,8.152204804223809,9.538646611889233,2.8448358210415554,1.0657327764175761,1.1108881099912618,27.85974384553886,11.157296541231055,0.37051010371206483,2.1601274588508256e-13,3.4400245473522914e-13,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004867609927731272,17.349060765118054,0.000246873901266475
guided-luma,173,128.0,8,True,1.0,100.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,4.622394987772826,10.37016422929831,29.657823539125296,3.8363886446928745,8.173317127188197,9.559252735658053,2.848027799798027,1.9454372447158772,3.083093499224209,27.864175325328926,11.181562558085039,1.8304754948095507e-07,3.662896326824399e-31,5.833198974928008e-31,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004867609927731272,17.349060765118054,0.000246873901266475
guided-luma,173,128.0,8,True,5.0,0.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,1.7047666227913698,0.7678471321356749,2.948146583989592,0.6455053918060368,0.7093626904754676,1.0932742532498598,0.819842775179363,0.7650837438195692,0.819603356449681,21.624264108876183,1.1287355997977642,1.0922279007245814,8.640509857906383e-13,1.3760098225245552e-12,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004823211164026844,20.551554425312077,0.0002450893721478999
guided-luma,173,128.0,8,True,5.0,50.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,1.8074783329454136,0.7693775806391239,2.949416663263154,1.2104623078656969,0.7087626283472669,1.093237873200807,0.8197121873157913,1.0661656720762385,1.1341297976824687,21.623080155783338,1.1288468288955036,0.37051010371206483,2.1601274588508256e-13,3.4400245473522914e-13,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004823211164026844,20.551554425312077,0.0002450893721478999
guided-luma,173,128.0,8,True,5.0,100.0,49.390107479649394,18.97210197026172,37.77859274030057,49.80458659637223,14.551779275187306,17.907394461650107,3.9249847148472536,7.053243983128126,47.92733838917744,16.022720678106005,15.40396031091164,4.58225124659895,0.7758400110669343,2.9607342315610174,3.844228629280289,0.7093625708982717,1.095258057069429,0.820286312294329,1.9435988692153958,3.0985411926356967,21.62544138861203,1.1307487917609267,1.8304754948095507e-07,3.662896326824399e-31,5.833198974928008e-31,2.3283064365386963e-10,0.0,0.0,0.0,0.0,0.0004823211164026844,20.551554425312077,0.0002450893721478999
