candidate,brightness,c_ratio,correlation,height,raw,seed,step,y_ratio,baseline_count,baseline_mse_y,baseline_mse_cb,baseline_mse_cr,baseline_sigma_y,baseline_sigma_cb,baseline_sigma_cr,candidate_count,candidate_mse_y,candidate_mse_cb,candidate_mse_cr,candidate_sigma_y,candidate_sigma_cb,candidate_sigma_cr
guided-edges,30.0,0.9999998610839277,24,432,True,173,5.0,0.9999938548582185,107008,1.4457541582758424,7.791891616582438,9.54183128288365,0.8257353533957923,2.735237518253687,3.0472055922128676,107008,1.4457457801988078,7.79189092010378,9.541827593882008,0.8257302791349717,2.7352373490839454,3.0472049796895484
guided-edges,128.0,0.9997741742244792,8,256,False,173,1.0,0.7399087208801574,53504,3.024677685061139,13.790899622635964,14.696582491084818,1.7269604525228142,3.713313295381692,3.8330607003059427,53504,1.6780124667303826,13.786178273486945,14.688414407297282,1.2777930994367732,3.71267834496527,3.831997835435165
guided-edges,128.0,0.999761847205598,8,432,False,173,1.0,0.7450974649271614,107008,3.0385330865801414,13.817170445938244,14.71871755802763,1.7301299371256333,3.715517678521175,3.8215259688221797,107008,1.7105155546263933,13.8119315977127,14.710442818278123,1.2891154301468986,3.7148139407903105,3.820439754512315
guided-edges,128.0,0.999764156984614,8,256,False,173,5.0,0.7400233118980151,53504,3.0411930415469084,1.313744035380038,1.7843654563446099,1.725062716533185,1.1430179357320644,1.3357975763605046,53504,1.6986871762028097,1.313203629820097,1.7834477873059964,1.2765866247206743,1.1427816935363138,1.3354540167166191
guided-edges,128.0,0.9997537691008587,8,432,False,173,5.0,0.7453541770656393,107008,3.0567287875574523,1.3523198558422052,2.078502286153477,1.7286437844076268,1.1619910438378986,1.385579696482449,107008,1.7329177838559604,1.3517603468311938,2.077374544966841,1.2884518653667791,1.1617523861396333,1.385198720766513
guided-edges,128.0,0.9997741742338827,8,256,True,173,1.0,0.7399087440770072,53504,3.0246839851282417,13.790902603668865,14.696586486619953,1.7269611061631114,3.713313696238299,3.833061222613005,53504,1.6780180047027289,13.786181181493584,14.688418478169206,1.277793623130987,3.7126787359598827,3.8319983671669484
guided-edges,128.0,0.9997618507382258,8,432,True,173,1.0,0.7450974764743427,107008,3.0385395541465705,13.817173550017403,14.71872166873176,1.730130592601444,3.71551809685683,3.8215264970961673,107008,1.7105212314113976,13.81193471096101,14.7104471130323,1.289115938518395,3.7148143612259323,3.820440306788914
guided-edges,128.0,0.9997641675944643,8,256,True,173,5.0,0.7400233098298233,53504,3.0412003755366945,1.3137445054317638,1.7843662289956326,1.7250633875275518,1.1430181363534822,1.3357978658268137,53504,1.6986936319597872,1.3132041818726294,1.7834485392119694,1.2765871177043862,1.1427819318659729,1.3354542983576625
guided-edges,128.0,0.9997537804639288,8,432,True,173,5.0,0.7453541781250498,107008,3.0567363516503097,1.3523203125265204,2.07850320100736,1.728644475598235,1.1619912420265663,1.385579982599414,107008,1.7329244691451864,1.3517608718492826,2.0773754436010305,1.28845238237993,1.161752613249834,1.3851990093356568
guided-edges,128.0,0.9997365333058563,24,256,False,173,1.0,0.7475758107887619,53504,3.0184092174699457,18.940737401514046,17.03963695733854,1.7277151602972196,4.340793342852374,4.1067695548785546,53504,1.7043245587111542,18.929089772202275,17.032193218274582,1.2915980617712297,4.339477273945487,4.105869789667443
guided-edges,128.0,0.9997634573580895,24,432,False,173,1.0,0.752598211653236,107008,3.0333499360285345,19.364641901672677,20.725680111889226,1.7312951984188045,4.3169887616396565,4.532800546676504,107008,1.7369289752886206,19.35513355022212,20.716195551316805,1.3029696701738267,4.315935105747665,4.531759302252135
guided-edges,128.0,0.9997546414871099,24,256,False,173,5.0,0.7475990836704935,53504,3.0280370975590096,8.789140505678624,6.942792576190698,1.7257941047092573,2.9618064920918923,2.6034177682189137,53504,1.7175454396227652,8.783996473602304,6.940175934825973,1.2902020912845806,2.9609479050323815,2.602929027539805
guided-edges,128.0,0.9997724541201144,24,432,False,173,5.0,0.7531249250145917,107008,3.050248492761257,8.373774708875997,9.859091970944547,1.7309142722738584,2.797223367739337,3.1128717373543187,107008,1.7574783419936584,8.36978719765493,9.854692869158141,1.3035946815129362,2.796573141203298,3.1121757538205186
guided-edges,128.0,0.9997365358949892,24,256,True,173,1.0,0.7475758016710969,53504,3.01841492478231,18.940741325210738,17.03964132952773,1.7277157704118156,4.340793799677747,4.10677008512724,53504,1.7043294427730278,18.9290937513479,17.032197700256155,1.29159850212541,4.339477737540971,4.105870335000881
guided-edges,128.0,0.9997634551015661,24,432,True,173,1.0,0.7525982019324524,107008,3.033355763900934,19.364645792467993,20.72568566937394,1.7312958058045869,4.316989223804135,4.532801151167823,107008,1.7369340229581567,19.355137365977626,20.716201036519976,1.3029701104617284,4.315935556683714,4.531759897683387
guided-edges,128.0,0.9997546296206757,24,256,True,173,5.0,0.7475990830239125,53504,3.0280435546259152,8.78914290011412,6.942795214753141,1.7257946997192932,2.9618068985342756,2.603418268272367,53504,1.717551140607317,8.783998748431953,6.940178316250642,1.290202534997672,2.9609482906759497,2.602929480134945
guided-edges,128.0,0.9997724471746742,24,432,True,173,5.0,0.753124911724834,107008,3.0502551770739106,8.373776969689276,9.859095639338703,1.7309148799463487,2.797223778478345,3.112872314271423,107008,1.757484232461802,8.369789324692935,9.854696443265304,1.3035951161627954,2.796573526019209,3.1121763147381003
guided-edges,200.0,0.9997281204521716,8,256,False,173,1.0,0.8183055660733501,53504,11.838104830007294,13.838987630310424,14.743587430907022,3.439543161973231,3.7199466851645475,3.8390168514657494,53504,7.931765401372217,13.833185126110337,14.733837821380746,2.814597314192225,3.7191673236020635,3.837748267998099
guided-edges,200.0,0.9996932391746823,8,432,False,173,1.0,0.8190937442247447,107008,11.780092589090668,13.866381222223152,14.760194600581983,3.4308928392117934,3.7216234513475244,3.827740704636201,107008,7.909464537985016,13.859006936787155,14.750038050575142,2.8102228617038527,3.7206352676551897,3.8264172876935367
guided-edges,200.0,0.9996917457644154,8,256,False,173,5.0,0.8183042553232608,53504,11.831357932849345,1.3126869857303967,1.793818826811906,3.4375520960910757,1.1448996307305686,1.3389973054506132,53504,7.930281062557005,1.3118702138830827,1.7927204233585365,2.812963508126722,1.1445428648274836,1.338587842123648
guided-edges,200.0,0.9996759291343379,8,432,False,173,5.0,0.8191101531104213,107008,11.774827286580596,1.3617299626779682,2.0673973271390507,3.4290566727115834,1.163595451467217,1.388773608536821,107008,7.909625018582655,1.3608782667616988,2.0660490380987024,2.808775136209097,1.1632363202346307,1.3883085025626796
guided-edges,200.0,0.9997281105543515,8,256,True,173,1.0,0.8183056552546085,53504,11.838111770933144,13.838987816627245,14.743587904832587,3.439544286796475,3.7199467092584984,3.8390169152216536,53504,7.931771409891573,13.833185494930055,14.733837551963935,2.814598541384235,3.7191673719216687,3.837748234575886
guided-edges,200.0,0.9996932385558823,8,432,True,173,1.0,0.8190938352132806,107008,11.7800994209832,13.866381131592593,14.760195158730204,3.4308939579444737,3.721623442261718,3.8277407719327057,107008,7.909470462971338,13.859007118933684,14.750038298848818,2.810224090222811,3.720635295992059,3.8264173139790953
guided-edges,200.0,0.9996917693124951,8,256,True,173,5.0,0.8183043270229036,53504,11.83136469316817,1.3126871218520952,1.7938189991715965,3.4375532408771616,1.1448996852027162,1.338997371875651,53504,7.93028651982251,1.311870427579437,1.7927206619996727,2.812964691381387,1.144542953960878,1.3385879334599688
guided-edges,200.0,0.9996759519235431,8,432,True,173,5.0,0.8191102228619832,107008,11.774834002415979,1.361730000961789,2.0673974871059335,3.429057818062854,1.1635954757483529,1.3887736553996821,107008,7.909630352386527,1.3608783901301476,2.0660492906533925,2.8087763135600903,1.1632363805138837,1.38830857310931
guided-edges,200.0,0.9996937157655846,24,256,False,173,1.0,0.8252169975620927,53504,11.840734542271749,18.99927177140604,17.089362492285268,3.440278329911835,4.347337046434145,4.112611742590428,53504,8.066758827239246,18.986583709067325,17.079806889898226,2.8389761541877747,4.345902936623865,4.111460555970247
guided-edges,200.0,0.9996992751092266,24,432,False,173,1.0,0.826017131301327,107008,11.785034408812555,19.42490286653863,20.782289367977953,3.432001828920243,4.323198559082664,4.53913898931142,107008,8.045559589203878,19.413176110195035,20.769776230720623,2.834892305345607,4.3219039549970635,4.53776872904326
guided-edges,200.0,0.9997117356525556,24,256,False,173,5.0,0.825207300662908,53504,11.832931781258118,8.841380215238498,6.980517577824922,3.4384797813257117,2.9695056096552586,2.608090563396452,53504,8.063308746308548,8.835771500105185,6.976933065861785,2.8374586187317767,2.968571351549492,2.6074278409084686
guided-edges,200.0,0.9997075659436789,24,432,False,173,5.0,0.8260580150598331,107008,11.781063229110114,8.442254227658863,9.882531885876725,3.4306331133945673,2.8021660950617466,3.118601152947931,107008,8.046198966075666,8.437326709655492,9.87667177252479,2.8339019800492515,2.801365936580114,3.1176718346690513
guided-edges,200.0,0.9996937120131203,24,256,True,173,1.0,0.8252170871004102,53504,11.840741751055422,18.999271130836615,17.08936274648523,3.440279467445324,4.347336977312822,4.112611774418622,53504,8.066765190399822,18.986582903018153,17.07980703757634,2.8389774009365807,4.345902849637754,4.111460574016114
guided-edges,200.0,0.9996992707407855,24,432,True,173,1.0,0.8260172032312567,107008,11.785040819372632,19.424902118704473,20.782290286026278,3.4320028654341996,4.323198494877888,4.539139088108922,107008,8.045565017487577,19.41317504614578,20.76977709877885,2.8348934083876167,4.321903856894945,4.537768822298255
guided-edges,200.0,0.9997117337715886,24,256,True,173,5.0,0.8252073995357975,53504,11.832938374825442,8.841380205995222,6.980518138360271,3.438480862785634,2.969505612957887,2.608090674485255,53504,8.063314801802141,8.835771338254874,6.97693373798216,2.8374598511329383,2.9685713283116546,2.607427970912035
guided-edges,200.0,0.9997075595525433,24,432,True,173,5.0,0.8260580848808525,107008,11.781069509359344,8.442254194511685,9.8825329301596,3.430634166752892,2.802166118737218,3.118601318985031,107008,8.046204181600926,8.437326465650425,9.876672799373212,2.8339030897147133,2.8013659257390926,3.1176719956432914
guided-edges,30.0,1.0000002306843885,8,256,False,619,1.0,0.999993183948933,53504,1.3737130648888836,13.558785239074691,13.584080143142701,0.82705317320391,3.6438782486130292,3.6829739536292183,53504,1.37369310118097,13.55879328029469,13.584084563950453,0.8270475359672463,3.6438793386493433,3.6829745564312883
guided-edges,30.0,1.0000002228067386,8,432,False,619,1.0,0.9999940773068666,107008,1.3815722990342885,13.499090700256465,13.453335250365134,0.8259842326309179,3.653392650602146,3.667005433984128,107008,1.3815575697070803,13.499098977460061,13.453338490729738,0.8259793405797751,3.653393838570938,3.6670058784375787
guided-edges,30.0,1.0000003943033404,8,256,False,619,5.0,0.9999933735946972,53504,1.6470784090452153,1.7199100607813584,1.5926180162048582,0.8319279298114897,1.0793838951481698,1.2320681964790599,53504,1.6470568673080548,1.719911562077213,1.592618970489658,0.831922417119844,1.0793844117139837,1.2320686025988985
guided-edges,30.0,1.0000001574652275,8,432,False,619,5.0,0.9999940026410581,107008,1.6619130225569954,1.5797059685178394,1.5568591543109793,0.8345643581716794,1.0842237531936778,1.2273906620397883,107008,1.6618969956376302,1.5797065066712184,1.5568594625788914,0.8345593529896633,1.0842239892800756,1.2273907975759506
guided-edges,30.0,1.000000230795422,8,256,True,619,1.0,0.9999931846988738,53504,1.3737121591985608,13.558782601229957,13.584077313241755,0.8270530623990879,3.643877885943794,3.682973567845911,53504,1.3736922000569034,13.55879063788636,13.584081743579967,0.8270474257834203,3.643878975454084,3.6829741719774796
guided-edges,30.0,1.0000002229059302,8,432,True,619,1.0,0.9999940778774967,107008,1.3815714155682042,13.49908805520176,13.453332445226906,0.8259841406785516,3.6533922861753094,3.667005050643799,107008,1.3815566898255593,13.499096333296118,13.45333568912158,0.8259792490992848,3.6533934743804592,3.6670054955863787
guided-edges,30.0,1.0000003944475924,8,256,True,619,5.0,0.9999933733121665,53504,1.6470773479952445,1.7199097685411533,1.5926176118146307,0.8319278152961888,1.07938376925235,1.2320680249233544,53504,1.647055807336081,1.7199112718918332,1.5926185657043255,0.8319223023702568,1.0793842861024554,1.2320684311081551
guided-edges,30.0,1.0000001575992834,8,432,True,619,5.0,0.9999940007523296,107008,1.6619120017681803,1.579705666153447,1.556858752789962,0.8345642733203017,1.084223613987875,1.2273904936702422,107008,1.6618959713382526,1.5797062068973535,1.5568590603859263,0.8345592665625292,1.0842238506769089,1.2273906289669472
guided-edges,30.0,1.0000001202451743,24,256,False,619,1.0,0.999993424116209,53504,1.2648645302935535,22.585142124101,18.969809923609667,0.8277425202487776,4.696485521948467,4.325911517034013,53504,1.2648462229639872,22.58514629757102,18.969815422220673,0.8277370771101555,4.696485962147321,4.325912172402647
guided-edges,30.0,1.0000000812745393,24,432,False,619,1.0,0.9999943282763669,107008,1.2702388793393962,22.63284257785849,19.991802959511087,0.8256084721767253,4.7524202883306454,4.427724867217571,107008,1.2702255452146245,22.632847620519026,19.991805230640715,0.825603789553642,4.752420807782035,4.4277250841103335
guided-edges,30.0,1.0000001411762314,24,256,False,619,5.0,0.9999945078280901,53504,1.525605732221576,12.497816466482394,8.572596486178504,0.8568727990391604,3.4219751185933855,2.836878580901236,53504,1.5255868620017587,12.497818835406246,8.572599753708563,0.8568680929464431,3.4219754563726026,2.836879156695624
guided-edges,30.0,1.000000128664744,24,432,False,619,5.0,0.9999951257981063,107008,1.534335360374892,11.524373108972105,9.016118722598343,0.8478726502133684,3.39472483557692,2.899664482914642,107008,1.534321779465178,11.524376882235398,9.016120342930263,0.8478685175108912,3.3947253926837644,2.8996647151305934
guided-edges,30.0,1.0000001203618365,24,256,True,619,1.0,0.9999934246083496,53504,1.2648638080347832,22.585137870376663,18.96980607366015,0.8277424367994084,4.6964850733898835,4.325911076246745,53504,1.264845503977293,22.58514205450861,18.969811569902532,0.8277369940687008,4.696485514878886,4.325911731314108
guided-edges,30.0,1.0000000814179792,24,432,True,619,1.0,0.9999943277192321,107008,1.2702381181835756,22.632837969741228,19.991798957406708,0.8256083670170531,4.752419806576269,4.427724420963969,107008,1.2702247857617062,22.63284301846218,19.99180123620496,0.825603683934591,4.752420326630812,4.427724638576056
guided-edges,30.0,1.0000001410375041,24,256,True,619,5.0,0.9999945087866692,53504,1.5256049391445061,12.497813723281023,8.572594615656108,0.8568727411061808,3.4219747293198535,2.8368782637883596,53504,1.5255860720096912,12.497816086257455,8.572597881788308,0.856868035835162,3.421975066435716,2.8368788394166224
guided-edges,30.0,1.000000128699749,24,432,True,619,5.0,0.9999951265892333,107008,1.5343344636375633,11.524370350130178,9.016116696056919,0.8478725602733705,3.3947244290059406,2.8996641459225745,107008,1.5343208861231945,11.524374119872395,9.016118320601185,0.8478684282421065,3.394724985598523,2.8996643789811074
guided-edges,128.0,0.9997795884271602,8,256,False,619,1.0,0.7457866896190225,53504,3.072756249504591,14.003155834373993,14.074600626805566,1.7374680473128232,3.716420420656642,3.750862143988928,53504,1.7359835430777997,13.996884099358919,14.06863580726763,1.2957805433242575,3.715569571297356,3.750066826440285
guided-edges,128.0,0.9997604633395545,8,432,False,619,1.0,0.7455904670973863,107008,3.050041976625717,13.961435804240065,13.942053266577105,1.7299693337480315,3.725092837981526,3.733880571724697,107008,1.7247760278803623,13.954939654179057,13.935307647728507,1.289848643613349,3.724209846495296,3.7329768875058638
guided-edges,128.0,0.9998297305551345,8,256,False,619,5.0,0.7457835579946945,53504,3.09025234310229,1.4655228392161541,1.5907539230418142,1.735316756881882,1.1070629028464005,1.2568732148391788,53504,1.757375827475246,1.465020747167605,1.590272007586061,1.2941707051951843,1.1068516381151419,1.2566792595995113
guided-edges,128.0,0.9998014280070286,8,432,False,619,5.0,0.7458177323099663,107008,3.0703335403855703,1.3650723977671497,1.5657970951156672,1.7284536396018957,1.1064588424946176,1.250026503716672,107008,1.7491463540289982,1.3645069530810279,1.565229428699794,1.2891113738907936,1.1062143575508618,1.2498002109862345
guided-edges,128.0,0.9997795908176234,8,256,True,619,1.0,0.7457866945218589,53504,3.072763060246217,14.003159321946974,14.074604436699753,1.73746869298839,3.7164208707319384,3.7508626506295535,53504,1.735989497443076,13.996887807990438,14.068639541875887,1.2957810333790258,3.7155700495636816,3.750067322707358
guided-edges,128.0,0.9997604596716367,8,432,True,619,1.0,0.7455904674097612,107008,3.050048988028796,13.961439199089497,13.942057254275056,1.7299699968312865,3.7250932831091306,3.733881105368465,107008,1.724782177363091,13.954942866560495,13.935311607728954,1.289849138542302,3.7242102676259847,3.732977417529391
guided-edges,128.0,0.9998297461789271,8,256,True,619,5.0,0.745783577094244,53504,3.090260042280252,1.465523459073488,1.590754602531014,1.735317382667028,1.107063105528236,1.2568734836219981,53504,1.7573827987212582,1.465021395350032,1.5902727151951357,1.2941712050392373,1.1068518716117226,1.256679536036172
guided-edges,128.0,0.9998014435988525,8,432,True,619,5.0,0.7458177520900513,107008,3.0703414574602585,1.3650730036029806,1.5657977303178492,1.7284542884753962,1.1064590620008152,1.2500267550391067,107008,1.749153541609795,1.3645075484754445,1.5652301428633786,1.289111892021129,1.106214582419038,1.2498004922340817
guided-edges,128.0,0.999732152134016,24,256,False,619,1.0,0.752685353225063,53504,3.0658153590282033,23.240478222503135,19.56791283467376,1.7383235915013961,4.767353639701607,4.395326168915615,53504,1.75875999848183,23.228312757947304,19.557068603281536,1.3084107064886885,4.7660873242704875,4.394137382032245
guided-edges,128.0,0.9997637224065747,24,432,False,619,1.0,0.752322843617838,107008,3.0428606886072735,23.31694661562743,20.616498245074105,1.7308430634124654,4.822652068829282,4.498643576558916,107008,1.7461381164836909,23.30657217727371,20.606001476847204,1.3021527753226758,4.821584373335083,4.497503687007603
guided-edges,128.0,0.9997440358551555,24,256,False,619,5.0,0.7537449922218294,53504,3.088683321177059,12.871789584960467,8.836357361298427,1.7393151871397776,3.51004085333845,2.9049235841847914,53504,1.7854904672137037,12.866229748672259,8.830783152868706,1.3110001122019814,3.5092591744633075,2.9040389332253853
guided-edges,128.0,0.9997690520413971,24,432,False,619,5.0,0.7529892620618098,107008,3.063952063538322,12.055083780058796,9.259829336759578,1.730806342950481,3.4685505908052328,2.9652235069757045,107008,1.7709728177137427,12.050277830085081,9.254730344555611,1.3032785909501825,3.4678629271056347,2.9644060511764274
guided-edges,128.0,0.9997321657126605,24,256,True,619,1.0,0.7526853181613499,53504,3.065821722775798,23.240483325449237,19.567917918458672,1.7383242300327202,4.7673541474727195,4.395326734729022,53504,1.7587653656079238,23.22831839314061,19.557074308703363,1.3084111261497615,4.766087888743685,4.394138015941432
guided-edges,128.0,0.99976372869295,24,432,True,619,1.0,0.7523228033356574,107008,3.0428671649033694,23.31695140454108,20.616503773780583,1.7308436950052506,4.8226525693178734,4.498644174568792,107008,1.746143625890512,23.30657735886432,20.606007181041186,1.3021531807621978,4.821584914620547,4.4975043017967895
guided-edges,128.0,0.999744030150826,24,256,True,619,5.0,0.7537449256188812,53504,3.0886906367293023,12.87179359175924,8.836360415233463,1.73931585965975,3.5100413881384895,2.9049240796809386,53504,1.7854966359582556,12.866233596171229,8.830786076333087,1.3110005032669787,3.509259683276726,2.904039419068373
guided-edges,128.0,0.9997690471376863,24,432,True,619,5.0,0.7529892237191502,107008,3.063959529045217,12.05508716476141,9.259832685460276,1.7308070042657095,3.468551082453603,2.965224043737779,107008,1.7709793080953278,12.050281157206618,9.254733556480911,1.3032790225497046,3.467863409712104,2.9644065638264014
guided-edges,200.0,0.9996956190273464,8,256,False,619,1.0,0.8168666811863551,53504,11.806581867091689,14.039369881755945,14.116177442119445,3.4341685530722112,3.722957640689104,3.7565836900480654,53504,7.885385222797802,14.03041240099038,14.108110801968328,2.805257868582644,3.721754462557035,3.755509610409364
guided-edges,200.0,0.9996785753321381,8,432,False,619,1.0,0.8157419785119859,107008,11.749367621407012,13.999951760882505,13.983787027138575,3.425511033948337,3.7314083753375282,3.739488128561616,107008,7.826964400487623,13.991062354243416,13.974801459139533,2.794333148247655,3.7302087642475437,3.7382864086961396
guided-edges,200.0,0.9997454800555563,8,256,False,619,5.0,0.8168544001284025,53504,11.800851437940066,1.4319868344316304,1.5910534827330831,3.4320992997322652,1.109643242825276,1.2589311358315152,53504,7.8849042079503855,1.4312074864470856,1.5903552540157837,2.80352541466391,1.1093129038613394,1.2586529421303099
guided-edges,200.0,0.9997313012804995,8,432,False,619,5.0,0.8157626047498479,107008,11.74571187844069,1.3385929458921382,1.5678270280957902,3.423658997564151,1.1080815814250602,1.2517594203741704,107008,7.828787123032296,1.3378295796848838,1.5670560108038347,2.7928929816281847,1.1077512361072148,1.2514519362291003
guided-edges,200.0,0.9996956236471919,8,256,True,619,1.0,0.8168667968183908,53504,11.806588311717556,14.039370249605595,14.116178086162876,3.434169638884749,3.7229576790918357,3.756583774361678,53504,7.88539133253916,14.030412781014162,14.108111689282557,2.8052591526467547,3.7217545029344787,3.755509727127659
guided-edges,200.0,0.9996785806381918,8,432,True,619,1.0,0.8157420824205841,107008,11.74937415920336,13.999952137279752,13.983787624566935,3.42551214612883,3.73140841908251,3.7394882083723764,107008,7.826970267733942,13.991062700586891,13.974802387139738,2.794334411440136,3.7302088032967498,3.7382865327510397
guided-edges,200.0,0.9997455012330767,8,256,True,619,5.0,0.8168544999175626,53504,11.800857868032322,1.431987161646014,1.5910536111531366,3.432100422813874,1.1096433567433783,1.2589311842096926,53504,7.8849098968483124,1.4312078558390908,1.5903554690345079,2.8035266745444822,1.1093130310720611,1.258653026130196
guided-edges,200.0,0.9997313173529433,8,432,True,619,5.0,0.8157626867126248,107008,11.745718524419523,1.3385931791003347,1.5678271911456514,3.423660166818102,1.1080816561554676,1.2517594840211341,107008,7.828792546408944,1.3378298681424443,1.5670562057215718,2.792894216074528,1.1077513365494343,1.25145201296566
guided-edges,200.0,0.9996982371051786,24,256,False,619,1.0,0.8236654336327167,53504,11.809788579351885,23.30172596270771,19.61952682641741,3.4350997882144694,4.774033204921817,4.40131341255767,53504,8.017654798934583,23.288534697925314,19.606671985714396,2.829372956631324,4.772670177878712,4.399901087576487
guided-edges,200.0,0.9997058546853,24,432,False,619,1.0,0.8224164280304459,107008,11.752893749512815,23.381636638664045,20.67099892818178,3.4265304760848756,4.8292004775685715,4.504833869349578,107008,7.956041190536145,23.368816115789024,20.657794409831435,2.8180349546791867,4.827882365410548,4.50339904514774
guided-edges,200.0,0.999703598521352,24,256,False,619,5.0,0.8237784381106864,53504,11.810475339970871,12.897629283266657,8.852537961242717,3.4342731970646474,3.518615747337661,2.910986602744366,53504,8.023002417016267,12.891071970174215,8.84620211312395,2.829080210323309,3.517696485109018,2.909974302365478
guided-edges,200.0,0.999705974362523,24,432,False,619,5.0,0.8224828404043818,107008,11.751735460745653,12.107372295068243,9.272237813703718,3.4252960450542735,3.4748133800395866,2.970922356208328,107008,7.959649408164929,12.10097739368247,9.266015805807134,2.8172472203621344,3.4739008096670894,2.9699212037374303
guided-edges,200.0,0.9996982411351645,24,256,True,619,1.0,0.823665524439956,53504,11.809795200310681,23.301726094135166,19.61952764499095,3.435100877562158,4.774033199370327,4.401313499358171,53504,8.01766067650501,23.2885349289816,19.60667310581065,2.829374165821388,4.772670179731059,4.399901204929775
guided-edges,200.0,0.999705854046832,24,432,True,619,1.0,0.8224165076302633,107008,11.75290048085753,23.381636182948103,20.67100000425241,3.4265315959605434,4.829200437465428,4.504833984084175,107008,7.956046866260385,23.368815596040925,20.65779550599139,2.8180361484346226,4.827882318880018,4.503399160573795
guided-edges,200.0,0.9997035997676647,24,256,True,619,5.0,0.8237785272061889,53504,11.810482255276025,12.897630090422613,8.852538980658753,3.4342743665647557,3.5186158274470287,2.9109867516001726,53504,8.023008394662458,12.891072724334656,8.846203161965901,2.829081479710682,3.5176965650637717,2.9099744602687294
guided-edges,200.0,0.9997059721853004,24,432,True,619,5.0,0.8224829228634287,107008,11.751742083241437,12.10737272884487,9.272238829450659,3.4252971861607175,3.4748134496955982,2.9709225127719847,107008,7.959654981605048,12.100977750519265,9.266016827795202,2.817248441349345,3.473900867866648,2.9699213583182003
wide-chroma-guided-edges,30.0,0.8616415434453011,8,256,False,173,1.0,1.003199148561284,53504,1.2690051055914024,13.26683638486105,14.154846750782772,0.7851058429324815,3.6392891270535093,3.7622927255382184,53504,1.3445921886619592,9.727413081440382,10.663385179558258,0.7876175131603546,3.1113679065297464,3.2651685538757205
wide-chroma-guided-edges,30.0,0.8610252635489205,8,432,False,173,1.0,1.0039144475538813,107008,1.3101873673980484,13.28369373814547,14.221432630110167,0.8066480399199589,3.6446793639990642,3.7500592016898606,107008,1.387103985652876,9.727252101045508,10.746124482401928,0.8098056213666668,3.1181569652448173,3.248217847732917
wide-chroma-guided-edges,30.0,0.7124505928880773,8,256,False,173,5.0,1.0007779940020776,53504,1.5494097020597208,1.3708386735739109,1.7234825325791823,0.7932291370683684,1.1189575859445289,1.3020146502759684,53504,1.5687231696059207,0.7341397769771091,0.9117758960996122,0.7938462645792808,0.7887432101394565,0.9348240973493772
wide-chroma-guided-edges,30.0,0.7200594426754066,8,432,False,173,5.0,1.0003416766933104,107008,1.5893449448994934,1.3453208481503036,2.1392441560563147,0.8164457463686687,1.1386604861113894,1.3518335921245908,107008,1.6086211628623093,0.7000120430311964,1.292026395803414,0.8167247068515554,0.8058273789311274,0.9850848527701973
wide-chroma-guided-edges,30.0,0.8616415330792735,8,256,True,173,1.0,1.0031991675694865,53504,1.269004295175498,13.266833635418122,14.154843504774597,0.7851057391266538,3.639288747184276,3.762292294149287,53504,1.3445913396619755,9.727410802331809,10.663382533475033,0.7876174239458855,3.1113675364853925,3.2651681481641153
wide-chroma-guided-edges,30.0,0.8610252543328548,8,432,True,173,1.0,1.0039144582583952,107008,1.3101865455871153,13.283690992448133,14.221429551549821,0.806647945214917,3.644678987368926,3.7500587934472134,107008,1.387103139799448,9.727249871539026,10.746121960186052,0.8098055349256811,3.1181566065551563,3.2482174625369407
wide-chroma-guided-edges,30.0,0.7124505741674058,8,256,True,173,5.0,1.0007780037042957,53504,1.5494086990968636,1.370838403193874,1.7234820360543592,0.7932290324190553,1.1189574468439787,1.3020144550168389,53504,1.5687221829299316,0.7341396101104237,0.91177559791911,0.7938461675446322,0.7887430864071832,0.9348239371426728
wide-chroma-guided-edges,30.0,0.7200594272321489,8,432,True,173,5.0,1.000341693116742,107008,1.5893439481976612,1.3453205598768334,2.139243596493959,0.8164456443875547,1.1386603493918828,1.351833395607788,107008,1.6086201870185333,0.7000118567209582,1.2920260580359235,0.8167246182444359,0.805827252204393,0.9850846994073563
wide-chroma-guided-edges,30.0,0.9721368371412382,24,256,False,173,1.0,1.0049586386813296,53504,1.1579856621094318,18.287236704232743,16.46834855841348,0.7841861502085116,4.26670184006035,4.03870386007962,53504,1.1818402262742367,17.33197549330814,15.505565171334773,0.7880746459862985,4.154914394249647,3.918662224663978
wide-chroma-guided-edges,30.0,0.9716003571971545,24,432,False,173,1.0,1.0070828632154023,107008,1.2004287333944015,18.699221925617366,20.08835633346771,0.8067406293098116,4.246438371964685,4.461127600945428,107008,1.2293498698080838,17.573645515301912,19.05723471012133,0.8124546628375205,4.1166639579187585,4.343150129460884
wide-chroma-guided-edges,30.0,0.759584096822138,24,256,False,173,5.0,1.0027634731963264,53504,1.366069297203716,8.304453447333637,6.5799361172278505,0.7908567344511584,2.881646422996776,2.54789805867018,53504,1.4364553930515038,5.0264040991750285,3.601343944301064,0.7930422458389484,2.2357972174040475,1.880914483355881
wide-chroma-guided-edges,30.0,0.7948761993417137,24,432,False,173,5.0,1.0056223957338923,107008,1.4457550435623918,7.791893610336386,9.541833597455074,0.8257354527387036,2.735237861689272,3.047205970101359,107008,1.523935041005313,4.811163935033848,6.272194467862573,0.8303780642255053,2.1427859755542857,2.4499643164906026
