chroma,brightness,sigma,detail,step,selected,unsupported_reason,baseline_loss,best_loss,selected_loss,max_noise_ratio,max_clean_error,max_bias,feasible_candidates
True,0.3764705955982208,0.0020000000949949026,50.0,4.0,50,,0.9999563288719409,0.45748748761935754,0.4645184492405971,0.5243516773438744,7.62939453125e-06,0.2475094985961914,33
True,0.3764705955982208,0.004000000189989805,50.0,4.0,81,,0.9999891225997142,0.17896632846986757,0.18715161924768164,0.2454625508068945,7.62939453125e-06,0.3718532943725586,33
True,0.3764705955982208,0.00800000037997961,50.0,4.0,100,,0.999997337865931,0.055082751132819574,0.055082751132819574,0.11866118137090692,0.0,0.0,25
True,0.3764705955982208,0.012000000104308128,50.0,4.0,100,,0.9999988646052914,0.033289142739061965,0.033289142739061965,0.1168869256251505,0.0,0.0,25
True,0.3764705955982208,0.01600000075995922,50.0,4.0,100,,0.9999993901270074,0.03152796536565588,0.03152796536565588,0.11540448676410539,0.0,0.0,25
True,0.3764705955982208,0.03200000151991844,50.0,4.0,100,,0.9999998605756151,0.06918556942683568,0.06918556942683568,0.17870979402621373,0.0,0.0,25
True,0.3764705955982208,0.06400000303983688,50.0,4.0,100,,0.9999999562964936,0.18166082898046254,0.18166082898046254,0.42143872408589117,0.0,0.0,25
True,0.3764705955982208,0.09600000083446503,50.0,4.0,100,,0.9999999744661103,0.3269350691373375,0.3269350691373375,0.5914651773925111,0.0,0.0,25
True,0.3764705955982208,0.12800000607967377,50.0,4.0,100,,0.9999999823319309,0.458104730106476,0.458104730106476,0.7117780739890547,0.0,0.0,25
True,0.3764705955982208,0.0010000000474974513,50.0,5.0,14,,0.9998253039098205,0.7869285248954763,0.8216980385364755,0.8732047749276621,7.62939453125e-06,0.16650306701660156,37
True,0.3764705955982208,0.0020000000949949026,50.0,5.0,50,,0.9999563288719409,0.428517799624134,0.44683581738179395,0.5226360762792219,7.62939453125e-06,0.22990695953369142,37
True,0.3764705955982208,0.004000000189989805,50.0,5.0,79,,0.9999891225997142,0.16508214646281844,0.17192007867386117,0.25728457016445944,1.52587890625e-05,0.3664924430847168,33
True,0.3764705955982208,0.00800000037997961,50.0,5.0,100,,0.999997337865931,0.05349976090817161,0.05349976090817161,0.11256282802457725,0.0,0.0,25
True,0.3764705955982208,0.012000000104308128,50.0,5.0,100,,0.9999988646052914,0.03231046974386767,0.03231046974386767,0.1108652292458762,0.0,0.0,25
True,0.3764705955982208,0.01600000075995922,50.0,5.0,100,,0.9999993901270074,0.031056296242896724,0.031056296242896724,0.10923274145179174,0.0,0.0,25
True,0.3764705955982208,0.03200000151991844,50.0,5.0,100,,0.9999998605756151,0.06874708841316556,0.06874708841316556,0.16310038165443846,0.0,0.0,25
True,0.3764705955982208,0.06400000303983688,50.0,5.0,100,,0.9999999562964936,0.1817158201677016,0.1817158201677016,0.42796189503030807,0.0,0.0,25
True,0.3764705955982208,0.09600000083446503,50.0,5.0,100,,0.9999999744661103,0.33010437332829246,0.33010437332829246,0.6036744981434259,0.0,0.0,25
True,0.3764705955982208,0.12800000607967377,50.0,5.0,100,,0.9999999823319309,0.46644150588655886,0.46644150588655886,0.7156761293616748,0.0,0.0,25
True,0.501960813999176,0.0010000000474974513,50.0,1.0,47,,0.998727635112952,0.33695352061103356,0.35377686388960483,0.5640639016703062,1.52587890625e-05,0.1127237319946289,37
True,0.501960813999176,0.0020000000949949026,50.0,1.0,79,,0.9996810417525075,0.14569061687841134,0.1524130502402139,0.26152974085114733,3.0517578125e-05,0.1377109146118164,33
True,0.501960813999176,0.004000000189989805,50.0,1.0,92,,0.999920289635098,0.05758860834979637,0.059747819672731385,0.1725099698985422,3.0517578125e-05,0.22477291107177735,29
True,0.501960813999176,0.00800000037997961,50.0,1.0,96,,0.9999801618230266,0.031128155831701407,0.03241395018623827,0.1565123136756325,3.0517578125e-05,0.4440548706054688,29
True,0.501960813999176,0.012000000104308128,50.0,1.0,100,,0.9999912574171866,0.02238032566300627,0.02238032566300627,0.11979832069088683,3.0517578125e-05,0.588489761352539,25
True,0.501960813999176,0.01600000075995922,50.0,1.0,100,,0.9999951493507715,0.019043047857088026,0.019043047857088026,0.11933255917618883,0.0,0.0,25
True,0.501960813999176,0.03200000151991844,50.0,1.0,100,,0.9999989099466696,0.0535196560082032,0.0535196560082032,0.12817502747468287,0.0,0.0,25
True,0.501960813999176,0.06400000303983688,50.0,1.0,100,,0.9999997625428344,0.12345322942630209,0.12345322942630209,0.27480348686303235,0.0,0.0,25
True,0.501960813999176,0.09600000083446503,50.0,1.0,100,,0.9999998814647582,0.20068014528654476,0.20068014528654476,0.4463108631814756,0.0,0.0,25
True,0.501960813999176,0.12800000607967377,50.0,1.0,100,,0.9999999209908724,0.29148476099713,0.29148476099713,0.5580664017409865,0.0,0.0,25
True,0.501960813999176,0.0010000000474974513,50.0,2.0,25,,0.998727635112952,0.6487735069703279,0.6805767165409451,0.7702855905817589,7.62939453125e-06,0.1300244903564453,37
True,0.501960813999176,0.0020000000949949026,50.0,2.0,46,,0.9996810417525075,0.40333431611284976,0.42039638864054696,0.5745125203175085,7.62939453125e-06,0.2138040542602539,29
True,0.501960813999176,0.004000000189989805,50.0,2.0,69,,0.999920289635098,0.2248904051612707,0.23604988125100507,0.3471504599512917,1.52587890625e-05,0.30236671447753904,37
True,0.501960813999176,0.00800000037997961,50.0,2.0,88,,0.9999801618230266,0.08409919513601387,0.08793212169500225,0.19252182944429147,1.52587890625e-05,0.44962345123291014,33
True,0.501960813999176,0.012000000104308128,50.0,2.0,93,,0.9999912574171866,0.0505142899795096,0.052979242066615855,0.16460483875580523,3.0517578125e-05,0.6684869766235352,29
True,0.501960813999176,0.01600000075995922,50.0,2.0,100,,0.9999951493507715,0.03638817278688403,0.03638817278688403,0.11972253418140684,0.0,0.0,25
True,0.501960813999176,0.03200000151991844,50.0,2.0,100,,0.9999989099466696,0.058999735420030924,0.058999735420030924,0.14038611686950067,0.0,0.0,25
True,0.501960813999176,0.06400000303983688,50.0,2.0,100,,0.9999997625428344,0.1269749412572449,0.1269749412572449,0.32472829023114175,0.0,0.0,25
True,0.501960813999176,0.09600000083446503,50.0,2.0,100,,0.9999998814647582,0.20203808827906444,0.20203808827906444,0.471057540778913,0.0,0.0,25
True,0.501960813999176,0.12800000607967377,50.0,2.0,100,,0.9999999209908724,0.28954905143760584,0.28954905143760584,0.5666797526173869,0.0,0.0,25
True,0.501960813999176,0.0010000000474974513,50.0,3.0,11,,0.998727635112952,0.8130073106760979,0.8494750733496931,0.9017041217764208,7.62939453125e-06,0.13565776824951173,33
True,0.501960813999176,0.0020000000949949026,50.0,3.0,33,,0.9996810417525075,0.5738680538270261,0.6001919019856042,0.6958978528502969,1.52587890625e-05,0.2096723175048828,37
True,0.501960813999176,0.004000000189989805,50.0,3.0,60,,0.999920289635098,0.3149244333397607,0.3279216910135806,0.43196353366430784,1.52587890625e-05,0.3607799530029297,37
True,0.501960813999176,0.00800000037997961,50.0,3.0,100,,0.9999801618230266,0.11267835158227996,0.11267835158227996,0.12343625254555088,3.0517578125e-05,0.6902669525146484,25
True,0.501960813999176,0.012000000104308128,50.0,3.0,100,,0.9999912574171866,0.057618379217909216,0.057618379217909216,0.12300078486614854,3.0517578125e-05,1.0815770721435547,25
True,0.501960813999176,0.01600000075995922,50.0,3.0,100,,0.9999951493507715,0.03901472747656702,0.03901472747656702,0.12222471831509317,0.0,0.0,25
True,0.501960813999176,0.03200000151991844,50.0,3.0,100,,0.9999989099466696,0.05763881455295978,0.05763881455295978,0.12492309684759469,0.0,0.0,25
True,0.501960813999176,0.06400000303983688,50.0,3.0,100,,0.9999997625428344,0.12376605857317077,0.12376605857317077,0.29618421427677116,0.0,0.0,25
True,0.501960813999176,0.09600000083446503,50.0,3.0,100,,0.9999998814647582,0.20363318513002804,0.20363318513002804,0.4495360923885025,0.0,0.0,25
True,0.501960813999176,0.12800000607967377,50.0,3.0,100,,0.9999999209908724,0.2956198549111516,0.2956198549111516,0.5592146097640276,0.0,0.0,25
True,0.501960813999176,0.0010000000474974513,50.0,4.0,7,,0.998727635112952,0.8646169848920906,0.9028429100691753,0.9383499116819358,7.62939453125e-06,0.1412939453125,33
True,0.501960813999176,0.0020000000949949026,50.0,4.0,26,,0.9996810417525075,0.6532692102847449,0.6816143550949465,0.7606663259489127,7.62939453125e-06,0.24194046020507812,33
True,0.501960813999176,0.004000000189989805,50.0,4.0,62,,0.999920289635098,0.307425759025522,0.32067502416718296,0.4116195750808635,1.52587890625e-05,0.3122729873657227,33
True,0.501960813999176,0.00800000037997961,50.0,4.0,100,,0.9999801618230266,0.09852414449221825,0.09852414449221825,0.11961109048424111,3.0517578125e-05,0.4789272308349609,25
True,0.501960813999176,0.012000000104308128,50.0,4.0,100,,0.9999912574171866,0.05170161419007434,0.05170161419007434,0.1191146088774922,3.0517578125e-05,0.7771173095703126,25
True,0.501960813999176,0.01600000075995922,50.0,4.0,100,,0.9999951493507715,0.036023770976284494,0.036023770976284494,0.11851112305050057,0.0,0.0,25
True,0.501960813999176,0.03200000151991844,50.0,4.0,100,,0.9999989099466696,0.05910803338766045,0.05910803338766045,0.1277003583824674,0.0,0.0,25
True,0.501960813999176,0.06400000303983688,50.0,4.0,100,,0.9999997625428344,0.12809444855624108,0.12809444855624108,0.3007688157060187,0.0,0.0,25
True,0.501960813999176,0.09600000083446503,50.0,4.0,100,,0.9999998814647582,0.2057347642529849,0.2057347642529849,0.44603056288689363,0.0,0.0,25
True,0.501960813999176,0.12800000607967377,50.0,4.0,100,,0.9999999209908724,0.29690380100329716,0.29690380100329716,0.5580699620972598,0.0,0.0,25
True,0.501960813999176,0.0010000000474974513,50.0,5.0,6,,0.998727635112952,0.8788110347455699,0.9174386755782216,0.9473278227952001,7.62939453125e-06,0.1400356674194336,33
True,0.501960813999176,0.0020000000949949026,50.0,5.0,50,,0.9996810417525075,0.6238205570979518,0.6238205570979518,0.5227415970935992,7.62939453125e-06,0.17283107757568358,29
True,0.501960813999176,0.004000000189989805,50.0,5.0,66,,0.999920289635098,0.27861200520621116,0.2906389743123106,0.3720855654767197,1.52587890625e-05,0.2853252410888672,33
True,0.501960813999176,0.00800000037997961,50.0,5.0,100,,0.9999801618230266,0.09571404567716164,0.09571404567716164,0.1136085151616704,3.0517578125e-05,0.43088512420654296,25
True,0.501960813999176,0.012000000104308128,50.0,5.0,100,,0.9999912574171866,0.05024400721871063,0.05024400721871063,0.11303433253967721,3.0517578125e-05,0.6785488891601562,25
True,0.501960813999176,0.01600000075995922,50.0,5.0,100,,0.9999951493507715,0.03507894546963027,0.03507894546963027,0.11242776144224204,0.0,0.0,25
True,0.501960813999176,0.03200000151991844,50.0,5.0,100,,0.9999989099466696,0.05894844113608239,0.05894844113608239,0.12136225548449793,0.0,0.0,25
True,0.501960813999176,0.06400000303983688,50.0,5.0,100,,0.9999997625428344,0.13191391869925873,0.13191391869925873,0.30077240398829425,0.0,0.0,25
True,0.501960813999176,0.09600000083446503,50.0,5.0,100,,0.9999998814647582,0.20729003132843754,0.20729003132843754,0.4632422606469585,0.0,0.0,25
True,0.501960813999176,0.12800000607967377,50.0,5.0,100,,0.9999999209908724,0.2987406332894577,0.2987406332894577,0.5666589555892654,0.0,0.0,25
True,0.7843137383460999,0.0010000000474974513,50.0,1.0,45,,0.9930831243712057,0.4145887393137003,0.4350202921479498,0.5822641197150492,0.0,0.07017082214355469,29
True,0.7843137383460999,0.0020000000949949026,50.0,1.0,58,,0.9982468147462468,0.31004484782745323,0.32534928449739264,0.4485596085370417,1.52587890625e-05,0.09833656311035156,37
True,0.7843137383460999,0.004000000189989805,50.0,1.0,82,,0.999560157376836,0.12295385569816049,0.12877214103851278,0.23765377784974714,3.0517578125e-05,0.13438064575195313,33
True,0.7843137383460999,0.00800000037997961,50.0,1.0,93,,0.9998899925791842,0.050362201543011215,0.052332357703287036,0.1678999438628909,1.52587890625e-05,0.23337608337402344,29
True,0.7843137383460999,0.012000000104308128,50.0,1.0,96,,0.9999511404833245,0.03488788863860995,0.035898414826979655,0.1569839426754446,1.52587890625e-05,0.3494678497314453,29
True,0.7843137383460999,0.01600000075995922,50.0,1.0,97,,0.9999725488637298,0.02896291151568173,0.030021678401744342,0.1542905532878783,6.103515625e-05,0.46410049438476564,25
True,0.7843137383460999,0.03200000151991844,50.0,1.0,100,,0.9999931996256516,0.01794201790776367,0.01794201790776367,0.12023789461964207,0.0,0.0,25
True,0.7843137383460999,0.06400000303983688,50.0,1.0,100,,0.999998380540895,0.036689191968041275,0.036689191968041275,0.14521507911571618,0.0,0.0,25
True,0.7843137383460999,0.09600000083446503,50.0,1.0,100,,0.9999993525014348,0.10435253333905178,0.10435253333905178,0.256428665523729,0.0,0.0,25
True,0.7843137383460999,0.12800000607967377,50.0,1.0,100,,0.9999996689912969,0.17921613273346726,0.17921613273346726,0.43536524659174447,0.0,0.0,25
True,0.7843137383460999,0.0010000000474974513,50.0,2.0,10,,0.9930831243712057,0.8169319702457875,0.855019034520182,0.910870434150535,0.0,0.07934623718261719,37
True,0.7843137383460999,0.0020000000949949026,50.0,2.0,30,,0.9982468147462468,0.6007886052988852,0.6280142541419651,0.7233279622198427,1.52587890625e-05,0.12846549987792968,37
True,0.7843137383460999,0.004000000189989805,50.0,2.0,47,,0.999560157376836,0.38130711466960054,0.39433755545181204,0.5653816482797349,1.52587890625e-05,0.219237060546875,29
True,0.7843137383460999,0.00800000037997961,50.0,2.0,74,,0.9998899925791842,0.19073293096318072,0.19877980970503117,0.30302259235023804,1.52587890625e-05,0.29631278991699217,33
True,0.7843137383460999,0.012000000104308128,50.0,2.0,85,,0.9999511404833245,0.10665930492783206,0.11122034599739984,0.21381829254023413,1.52587890625e-05,0.3734699249267578,33
True,0.7843137383460999,0.01600000075995922,50.0,2.0,90,,0.9999725488637298,0.07178143035911114,0.07481594469512394,0.180552887379962,6.103515625e-05,0.45565101623535154,33
True,0.7843137383460999,0.03200000151991844,50.0,2.0,100,,0.9999931996256516,0.0313913925312215,0.0313913925312215,0.12019664805131892,0.0,0.0,25
True,0.7843137383460999,0.06400000303983688,50.0,2.0,100,,0.999998380540895,0.04082011900246928,0.04082011900246928,0.14597130754849935,0.0,0.0,25
True,0.7843137383460999,0.09600000083446503,50.0,2.0,100,,0.9999993525014348,0.11403302039497652,0.11403302039497652,0.32157133237556246,0.0,0.0,25
True,0.7843137383460999,0.12800000607967377,50.0,2.0,100,,0.9999996689912969,0.1895977314627879,0.1895977314627879,0.464981923116076,0.0,0.0,25
True,0.7843137383460999,0.0010000000474974513,50.0,3.0,3,,0.9930831243712057,0.9117891597584948,0.9495607865879592,0.9742493336967853,0.0,0.08172248840332032,33
True,0.7843137383460999,0.0020000000949949026,50.0,3.0,14,,0.9982468147462468,0.7803985736032144,0.8131453164675629,0.8739703370361134,0.0,0.13556159973144533,33
True,0.7843137383460999,0.004000000189989805,50.0,3.0,38,,0.999560157376836,0.5214862934882181,0.5470865508173678,0.6494222893354201,1.52587890625e-05,0.20759239196777343,33
True,0.7843137383460999,0.00800000037997961,50.0,3.0,65,,0.9998899925791842,0.27024007486471485,0.28185227514668604,0.38645010352197096,1.52587890625e-05,0.35937774658203125,37
True,0.7843137383460999,0.012000000104308128,50.0,3.0,79,,0.9999511404833245,0.15254667707137373,0.15963220726240115,0.26520696405358535,6.103515625e-05,0.5227658843994141,33
True,0.7843137383460999,0.01600000075995922,50.0,3.0,100,,0.9999725488637298,0.09182985076680555,0.09182985076680555,0.12376357881378788,3.0517578125e-05,0.6889440155029297,25
True,0.7843137383460999,0.03200000151991844,50.0,3.0,100,,0.9999931996256516,0.03351703804364881,0.03351703804364881,0.12347098895120588,0.0,0.0,25
True,0.7843137383460999,0.06400000303983688,50.0,3.0,100,,0.999998380540895,0.041808077223649896,0.041808077223649896,0.14492987191552234,0.0,0.0,25
True,0.7843137383460999,0.09600000083446503,50.0,3.0,100,,0.9999993525014348,0.11170600947079554,0.11170600947079554,0.2834262288286095,0.0,0.0,25
True,0.7843137383460999,0.12800000607967377,50.0,3.0,100,,0.9999996689912969,0.18494800730637093,0.18494800730637093,0.4673958196850501,0.0,0.0,25
True,0.7843137383460999,0.0010000000474974513,50.0,4.0,1,,0.9930831243712057,0.9404185204758829,0.9780376359343683,0.9915515286445022,0.0,0.08209037780761719,29
True,0.7843137383460999,0.0020000000949949026,50.0,4.0,9,,0.9982468147462468,0.8373538070776491,0.8764198686562947,0.9200413982489087,0.0,0.1429596710205078,33
True,0.7843137383460999,0.004000000189989805,50.0,4.0,38,,0.999560157376836,0.5780866102774163,0.6052451736083361,0.6483563632522917,1.52587890625e-05,0.2358747100830078,37
True,0.7843137383460999,0.00800000037997961,50.0,4.0,67,,0.9998899925791842,0.26186409066931315,0.27348682128664265,0.366397652163384,1.52587890625e-05,0.30503646850585936,33
True,0.7843137383460999,0.012000000104308128,50.0,4.0,100,,0.9999511404833245,0.13239032926334715,0.13239032926334715,0.11989262991274287,1.52587890625e-05,0.3541676330566406,25
True,0.7843137383460999,0.01600000075995922,50.0,4.0,100,,0.9999725488637298,0.0807742337473319,0.0807742337473319,0.11988438967613799,1.52587890625e-05,0.47781326293945314,25
True,0.7843137383460999,0.03200000151991844,50.0,4.0,100,,0.9999931996256516,0.03127251861081025,0.03127251861081025,0.1198679121807317,0.0,0.0,25
True,0.7843137383460999,0.06400000303983688,50.0,4.0,100,,0.999998380540895,0.04297407342452849,0.04297407342452849,0.14828309473074333,0.0,0.0,25
True,0.7843137383460999,0.09600000083446503,50.0,4.0,100,,0.9999993525014348,0.11351699786103125,0.11351699786103125,0.271821873114161,0.0,0.0,25
True,0.7843137383460999,0.12800000607967377,50.0,4.0,100,,0.9999996689912969,0.18436663632223027,0.18436663632223027,0.4362879199030626,0.0,0.0,25
True,0.7843137383460999,0.0010000000474974513,50.0,5.0,0,,0.9930831243712057,0.9501625935896689,0.9930831243712057,1.0,0.0,0.08225593566894532,29
True,0.7843137383460999,0.0020000000949949026,50.0,5.0,8,,0.9982468147462468,0.8514973465822729,0.891405503983675,0.9290964082858909,0.0,0.14095962524414063,33
True,0.7843137383460999,0.004000000189989805,50.0,5.0,50,,0.999560157376836,0.550085516069074,0.550085516069074,0.5228174353026458,1.52587890625e-05,0.1776319122314453,29
True,0.7843137383460999,0.00800000037997961,50.0,5.0,71,,0.9998899925791842,0.23522743777904248,0.24503005057315802,0.32704494973168846,1.52587890625e-05,0.278408203125,33
True,0.7843137383460999,0.012000000104308128,50.0,5.0,83,,0.9999511404833245,0.12864060250284562,0.1347981570797451,0.22612559014216865,1.52587890625e-05,0.37568672180175783,33
True,0.7843137383460999,0.01600000075995922,50.0,5.0,100,,0.9999725488637298,0.07851940670648656,0.07851940670648656,0.11380398374657935,1.52587890625e-05,0.4292376708984375,25
True,0.7843137383460999,0.03200000151991844,50.0,5.0,100,,0.9999931996256516,0.03048629695299014,0.03048629695299014,0.11357903233273066,0.0,0.0,25
True,0.7843137383460999,0.06400000303983688,50.0,5.0,100,,0.999998380540895,0.04299428518550059,0.04299428518550059,0.14312090872332903,0.0,0.0,25
True,0.7843137383460999,0.09600000083446503,50.0,5.0,100,,0.9999993525014348,0.11374275263094752,0.11374275263094752,0.2521221767672341,0.0,0.0,25
True,0.7843137383460999,0.12800000607967377,50.0,5.0,100,,0.9999996689912969,0.1912616154476435,0.1912616154476435,0.4164619002244253,0.0,0.0,25
True,0.9411764740943909,0.0010000000474974513,50.0,1.0,34,,0.9797698703089637,0.520116860011968,0.5421095326810877,0.6848637140177805,0.0,0.0,33
True,0.9411764740943909,0.0020000000949949026,50.0,1.0,41,,0.9947414662169112,0.40856170861360375,0.4250878339415965,0.6193170222809739,0.0,0.0,29
True,0.9411764740943909,0.004000000189989805,50.0,1.0,48,,0.9986721234544701,0.330637665310179,0.3420424281228486,0.5548200447425384,0.0,0.0,37
True,0.9411764740943909,0.00800000037997961,50.0,1.0,77,,0.9996672452216835,0.1523039832587965,0.159796376012616,0.2781672656878575,0.0,0.0,33
True,0.9411764740943909,0.012000000104308128,50.0,1.0,87,,0.9998520880009494,0.08636453717227946,0.0903901598330412,0.20192292916644838,0.0,0.0,33
True,0.9411764740943909,0.01600000075995922,50.0,1.0,91,,0.9999168325692135,0.05942104137977909,0.06232006061714582,0.17797655009723065,0.0,0.0,29
True,0.9411764740943909,0.03200000151991844,50.0,1.0,100,,0.9999792779102216,0.027837959471757077,0.027837959471757077,0.12030087854874429,0.0,0.0,25
True,0.9411764740943909,0.06400000303983688,50.0,1.0,100,,0.9999949040306644,0.019102989281764585,0.019102989281764585,0.12759245011391454,0.0,0.0,25
True,0.9411764740943909,0.09600000083446503,50.0,1.0,100,,0.9999978086182977,0.030173676887376946,0.030173676887376946,0.17156439146240438,0.0,0.0,25
True,0.9411764740943909,0.12800000607967377,50.0,1.0,100,,0.9999988462822051,0.06715689841025668,0.06715689841025668,0.31027177040710613,0.0,0.0,25
True,0.9411764740943909,0.0010000000474974513,50.0,2.0,6,,0.9797698703089637,0.8540562549578247,0.8952149122861146,0.9474754274873513,0.0,0.0,33
True,0.9411764740943909,0.0020000000949949026,50.0,2.0,21,,0.9947414662169112,0.6898702942451901,0.7229655290143441,0.8080530996352834,0.0,0.0,33
True,0.9411764740943909,0.004000000189989805,50.0,2.0,39,,0.9986721234544701,0.4760858413749858,0.4950732807377379,0.6391984425723015,0.0,0.0,33
True,0.9411764740943909,0.00800000037997961,50.0,2.0,53,,0.9996672452216835,0.3412664290658976,0.3559784387636531,0.49629125776577704,0.0,0.0,33
True,0.9411764740943909,0.012000000104308128,50.0,2.0,70,,0.9998520880009494,0.2115707648547103,0.22142907883036067,0.3387000614876984,0.0,0.0,37
True,0.9411764740943909,0.01600000075995922,50.0,2.0,80,,0.9999168325692135,0.1412961804634441,0.14718979754548367,0.2528090000917112,0.0,0.0,33
True,0.9411764740943909,0.03200000151991844,50.0,2.0,93,,0.9999792779102216,0.05458683195583944,0.05644066122706078,0.16562419348355803,0.0,0.0,29
True,0.9411764740943909,0.06400000303983688,50.0,2.0,100,,0.9999949040306644,0.025612205029870543,0.025612205029870543,0.12537880949508312,0.0,0.0,25
True,0.9411764740943909,0.09600000083446503,50.0,2.0,100,,0.9999978086182977,0.03282513573879014,0.03282513573879014,0.17470852956117228,0.0,0.0,25
True,0.9411764740943909,0.12800000607967377,50.0,2.0,100,,0.9999988462822051,0.07291338965204953,0.07291338965204953,0.29890162644150553,0.0,0.0,25
True,0.9411764740943909,0.0010000000474974513,50.0,3.0,1,,0.9797698703089637,0.925359947847746,0.9647349652923638,0.9915544513069502,0.0,0.0,29
True,0.9411764740943909,0.0020000000949949026,50.0,3.0,9,,0.9947414662169112,0.8376062152502256,0.8723091963885654,0.9202014450857949,0.0,0.0,33
True,0.9411764740943909,0.004000000189989805,50.0,3.0,27,,0.9986721234544701,0.6300834180712838,0.6586771328792794,0.7520520951646487,0.0,0.0,33
True,0.9411764740943909,0.00800000037997961,50.0,3.0,45,,0.9996672452216835,0.4173783973691017,0.434357144112894,0.5853957524600186,0.0,0.0,37
True,0.9411764740943909,0.012000000104308128,50.0,3.0,61,,0.9998520880009494,0.286292374279139,0.29938030361979934,0.42338331313880206,0.0,0.0,33
True,0.9411764740943909,0.01600000075995922,50.0,3.0,73,,0.9999168325692135,0.1958607094485781,0.20427033497337638,0.3158839865022232,0.0,0.0,33
True,0.9411764740943909,0.03200000151991844,50.0,3.0,100,,0.9999792779102216,0.0680672602558628,0.0680672602558628,0.12375824800054756,0.0,0.0,25
True,0.9411764740943909,0.06400000303983688,50.0,3.0,100,,0.9999949040306644,0.02801357523568071,0.02801357523568071,0.13106403303525574,0.0,0.0,25
True,0.9411764740943909,0.09600000083446503,50.0,3.0,100,,0.9999978086182977,0.0335592346760302,0.0335592346760302,0.17002314089916595,0.0,0.0,25
True,0.9411764740943909,0.12800000607967377,50.0,3.0,100,,0.9999988462822051,0.07232113906219403,0.07232113906219403,0.3019634572170659,0.0,0.0,25
True,0.9411764740943909,0.0010000000474974513,50.0,4.0,0,,0.9797698703089637,0.9462433174435958,0.9797698703089637,1.0,0.0,0.0,29
True,0.9411764740943909,0.0020000000949949026,50.0,4.0,5,,0.9947414662169112,0.8836081810755175,0.9246693281578021,0.956475636960817,0.0,0.0,33
True,0.9411764740943909,0.004000000189989805,50.0,4.0,21,,0.9986721234544701,0.7008404157918493,0.7335149278803017,0.8077883094197672,0.0,0.0,33
True,0.9411764740943909,0.00800000037997961,50.0,4.0,48,,0.9996672452216835,0.44445762618474266,0.46653106267948896,0.5564854486274221,0.0,0.0,29
True,0.9411764740943909,0.012000000104308128,50.0,4.0,59,,0.9998520880009494,0.30096513545938725,0.31587514085127716,0.44021980137021227,0.0,0.0,37
True,0.9411764740943909,0.01600000075995922,50.0,4.0,72,,0.9999168325692135,0.20711156633446398,0.21556070202017877,0.3223272689283881,0.0,0.0,33
True,0.9411764740943909,0.03200000151991844,50.0,4.0,100,,0.9999792779102216,0.0714881739685991,0.0714881739685991,0.11993821091893536,0.0,0.0,25
True,0.9411764740943909,0.06400000303983688,50.0,4.0,100,,0.9999949040306644,0.029047620232286433,0.029047620232286433,0.12972932895044265,0.0,0.0,25
True,0.9411764740943909,0.09600000083446503,50.0,4.0,100,,0.9999978086182977,0.0346490064273489,0.0346490064273489,0.1773308853758441,0.0,0.0,25
True,0.9411764740943909,0.12800000607967377,50.0,4.0,100,,0.9999988462822051,0.07561768446889455,0.07561768446889455,0.29776421907346934,0.0,0.0,25
True,0.9411764740943909,0.0010000000474974513,50.0,5.0,0,,0.9797698703089637,0.9536065713856566,0.9797698703089637,1.0,0.0,0.0,29
True,0.9411764740943909,0.0020000000949949026,50.0,5.0,4,,0.9947414662169112,0.8972739302059245,0.9388820570556562,0.9653307139479732,0.0,0.0,33
True,0.9411764740943909,0.004000000189989805,50.0,5.0,21,,0.9986721234544701,0.7106376953638259,0.7410676263796199,0.8072385790429852,0.0,0.0,33
True,0.9411764740943909,0.00800000037997961,50.0,5.0,50,,0.9996672452216835,0.44442379806541893,0.44442379806541893,0.5229780478209154,0.0,0.0,29
True,0.9411764740943909,0.012000000104308128,50.0,5.0,59,,0.9998520880009494,0.3054853980690132,0.31805613529314114,0.43772071740253105,0.0,0.0,37
True,0.9411764740943909,0.01600000075995922,50.0,5.0,71,,0.9999168325692135,0.21111604597436381,0.2204244213560078,0.3275837152242637,0.0,0.0,33
True,0.9411764740943909,0.03200000151991844,50.0,5.0,89,,0.9999792779102216,0.0769387268022296,0.0805648497309826,0.1855797376569041,0.0,0.0,33
True,0.9411764740943909,0.06400000303983688,50.0,5.0,100,,0.9999949040306644,0.030299539992622002,0.030299539992622002,0.12392583302715951,0.0,0.0,25
True,0.9411764740943909,0.09600000083446503,50.0,5.0,100,,0.9999978086182977,0.03547354861257892,0.03547354861257892,0.17334527941519767,0.0,0.0,25
True,0.9411764740943909,0.12800000607967377,50.0,5.0,100,,0.9999988462822051,0.07475424385787013,0.07475424385787013,0.29573674627490654,0.0,0.0,25
False,0.062745101749897,0.0010000000474974513,0.0,1.0,83,,0.9999991621448334,0.12455139635666976,0.1294074572957709,0.22956359609425483,0.0,0.0,33
False,0.062745101749897,0.0020000000949949026,0.0,1.0,93,,0.9999997665971269,0.061705338797364236,0.06430827096040025,0.17968285586630242,0.0,0.0,29
False,0.062745101749897,0.004000000189989805,0.0,1.0,100,,0.9999999223736642,0.04498951175044324,0.04498951175044324,0.20847474391159396,0.0,0.0,25
False,0.062745101749897,0.00800000037997961,0.0,1.0,100,,0.9999999673721606,0.0619377896967605,0.0619377896967605,0.3170810282534132,0.0,0.0,17
False,0.062745101749897,0.012000000104308128,0.0,1.0,100,,0.9999999789400271,0.080848140213831,0.080848140213831,0.3605191455455093,0.0,0.0,17
