seed,mean_encoded,injected_linear_rgb_sigma,gray,domain,component,measured,reference,passed
6113,0.501960814,0.00800000038,true,encoded,cb,1.5389338e-17,2.09721354e-17,true
6113,0.501960814,0.00800000038,true,encoded,cr,1.94205282e-17,2.64657215e-17,true
6113,0.501960814,0.00800000038,false,linear,y,0.00600612396,0.00600261614,true
6113,0.501960814,0.00800000038,false,linear,cb,0.00535786198,0.00537057174,true
6113,0.501960814,0.00800000038,false,linear,cr,0.00610774523,0.00606901012,true
6113,0.501960814,0.00800000038,false,encoded,y,0.00646177493,0.00645792065,true
6113,0.501960814,0.00800000038,false,encoded,cb,0.00576254353,0.00577773852,true
6113,0.501960814,0.00800000038,false,encoded,cr,0.00657037785,0.00653017871,true
6113,0.501960814,0.0320000015,true,linear,y,0.0319765322,0.031989675,true
6113,0.501960814,0.0320000015,true,linear,cb,7.88689004e-18,1.1109967e-17,true
6113,0.501960814,0.0320000015,true,linear,cr,9.95283648e-18,1.40201886e-17,true
6113,0.501960814,0.0320000015,true,encoded,y,0.034767326,0.0348293334,true
6113,0.501960814,0.0320000015,true,encoded,cb,1.69841984e-17,2.22602707e-17,true
6113,0.501960814,0.0320000015,true,encoded,cr,2.14331563e-17,2.80912819e-17,true
6113,0.501960814,0.0320000015,false,linear,y,0.0240244959,0.0240104645,true
6113,0.501960814,0.0320000015,false,linear,cb,0.0214314479,0.021482287,true
6113,0.501960814,0.0320000015,false,linear,cr,0.0244309809,0.0242760405,true
6113,0.501960814,0.0320000015,false,encoded,y,0.0261611827,0.0261391662,true
6113,0.501960814,0.0320000015,false,encoded,cb,0.0233249124,0.0233834051,true
6113,0.501960814,0.0320000015,false,encoded,cr,0.0266074985,0.0264435578,true
6113,0.501960814,0.064000003,true,linear,y,0.0639530644,0.06397935,true
6113,0.501960814,0.064000003,true,linear,cb,8.74283999e-18,1.17422598e-17,true
6113,0.501960814,0.064000003,true,linear,cr,1.10330004e-17,1.48181085e-17,true
6113,0.501960814,0.064000003,true,encoded,y,0.0744897202,0.0743606165,true
6113,0.501960814,0.064000003,true,encoded,cb,1.87956297e-17,2.36803975e-17,true
6113,0.501960814,0.064000003,true,encoded,cr,2.37190864e-17,2.98834051e-17,true
6113,0.501960814,0.064000003,false,linear,y,0.0480489917,0.0480209291,true
6113,0.501960814,0.064000003,false,linear,cb,0.0428628959,0.0429645739,true
6113,0.501960814,0.064000003,false,linear,cr,0.0488619618,0.048552081,true
6113,0.501960814,0.064000003,false,encoded,y,0.0556225367,0.0557096228,true
6113,0.501960814,0.064000003,false,encoded,cb,0.0497712567,0.04984295,true
6113,0.501960814,0.064000003,false,encoded,cr,0.0568413101,0.0565049462,true
6113,0.784313738,0.00100000005,true,linear,y,0.000999266398,0.000999677344,true
6113,0.784313738,0.00100000005,true,linear,cb,2.51187538e-17,3.53485642e-17,true
6113,0.784313738,0.00100000005,true,linear,cr,3.16985338e-17,4.46080108e-17,true
6113,0.784313738,0.00100000005,true,encoded,y,0.000605231966,0.000605286798,true
6113,0.784313738,0.00100000005,true,encoded,cb,3.11021201e-17,4.33421697e-17,true
6113,0.784313738,0.00100000005,true,encoded,cr,3.92492238e-17,5.46955148e-17,true
6113,0.784313738,0.00100000005,false,linear,y,0.000750765787,0.000750327017,true
6113,0.784313738,0.00100000005,false,linear,cb,0.000669732748,0.000671321468,true
6113,0.784313738,0.00100000005,false,linear,cr,0.00076346827,0.000758626265,true
6113,0.784313738,0.00100000005,false,encoded,y,0.000454538618,0.000454309746,true
6113,0.784313738,0.00100000005,false,encoded,cb,0.00040549945,0.000406472478,true
6113,0.784313738,0.00100000005,false,encoded,cr,0.000462338532,0.000459337316,true
6113,0.784313738,0.00800000038,true,linear,y,0.00799413305,0.00799741875,true
6113,0.784313738,0.00800000038,true,linear,cb,2.5066064e-17,3.54369998e-17,true
6113,0.784313738,0.00800000038,true,linear,cr,3.16320418e-17,4.4719614e-17,true
6113,0.784313738,0.00800000038,true,encoded,y,0.00484146178,0.00484275166,true
6113,0.784313738,0.00800000038,true,encoded,cb,3.11340889e-17,4.32963009e-17,true
6113,0.784313738,0.00800000038,true,encoded,cr,3.9289567e-17,5.4637632e-17,true
6113,0.784313738,0.00800000038,false,linear,y,0.00600612396,0.00600261614,true
6113,0.784313738,0.00800000038,false,linear,cb,0.00535786198,0.00537057174,true
6113,0.784313738,0.00800000038,false,linear,cr,0.00610774523,0.00606901012,true
6113,0.784313738,0.00800000038,false,encoded,y,0.00363698183,0.00363480253,true
